dataset	signature	seed	product_rf_f1-micro	single_manifold_rf_f1-micro	sklearn_rf_f1-micro	tangent_rf_f1-micro	product_rf_f1-macro	single_manifold_rf_f1-macro	sklearn_rf_f1-macro	tangent_rf_f1-macro	product_rf_accuracy	single_manifold_rf_accuracy	sklearn_rf_accuracy	tangent_rf_accuracy	product_rf_time	single_manifold_rf_time	sklearn_rf_time	tangent_rf_time
gaussian	S1024	48	0.68	0.675	0.6	0.62	0.5851662601635063	0.6242703553588009	0.4180593746978756	0.44858058608058604	0.68	0.675	0.6	0.62	0.24997282028198242	2.800590753555298	0.04309678077697754	0.04515480995178223
gaussian	S1024	49	0.77	0.725	0.68	0.65	0.6198962675255778	0.6413312988312989	0.5257402517254698	0.4896469547964113	0.77	0.725	0.68	0.65	0.2492368221282959	2.43233323097229	0.04268288612365723	0.04433941841125488
gaussian	S1024	50	0.72	0.645	0.615	0.65	0.48480692471920545	0.5780025419139598	0.4011044335411424	0.4305865895095993	0.72	0.645	0.615	0.65	0.249373197555542	2.433359146118164	0.04484057426452637	0.045946359634399414
gaussian	S1024	51	0.68	0.69	0.525	0.585	0.5491767113164647	0.6349631500887208	0.30536410347271437	0.37597273043666213	0.68	0.69	0.525	0.585	0.249053955078125	2.7173633575439453	0.044113874435424805	0.044345855712890625
gaussian	S1024	52	0.68	0.66	0.565	0.58	0.6034270938698683	0.6283039182621748	0.44260635485521566	0.4645172866002586	0.68	0.66	0.565	0.58	0.24905037879943848	2.747708320617676	0.04526209831237793	0.04460406303405762
gaussian	S1024	53	0.67	0.595	0.575	0.635	0.5246795690747863	0.5383420007960449	0.4067730192787401	0.4763676726108571	0.67	0.595	0.575	0.635	0.24936413764953613	2.668842077255249	0.04366183280944824	0.046152353286743164
gaussian	S1024	54	0.745	0.715	0.705	0.715	0.730219849694609	0.7061490701297872	0.6900293329761005	0.6854177554341748	0.745	0.715	0.705	0.715	0.2503490447998047	2.6898765563964844	0.04345345497131348	0.04640316963195801
gaussian	S1024	55	0.665	0.415	0.565	0.585	0.5605329407748763	0.3987849156074625	0.4091777470177353	0.44467787114845936	0.665	0.415	0.565	0.585	0.24994230270385742	2.8091726303100586	0.043868303298950195	0.04411029815673828
gaussian	S1024	56	0.65	0.65	0.645	0.655	0.5637338208481826	0.6108229868895183	0.5618633861673872	0.5843754801327501	0.65	0.65	0.645	0.655	0.2501668930053711	2.7673463821411133	0.04292178153991699	0.043721914291381836
gaussian	S1024	57	0.665	0.54	0.58	0.565	0.6417326698571111	0.46376014892848894	0.5101878255730586	0.47362956788119887	0.665	0.54	0.58	0.565	0.24909448623657227	2.62506365776062	0.04376864433288574	0.04454374313354492
gaussian	S1024	58	0.73	0.665	0.72	0.72	0.5698290597215796	0.5693146039184953	0.560101454214581	0.5572037818844274	0.73	0.665	0.72	0.72	0.25016212463378906	2.5728700160980225	0.044358253479003906	0.04526543617248535
gaussian	S1024	59	0.67	0.64	0.54	0.605	0.5724837332104101	0.6227925621911214	0.43765108013402687	0.5427183739683739	0.67	0.64	0.54	0.605	0.2490859031677246	2.9408602714538574	0.04574871063232422	0.044313907623291016
gaussian	S1024	60	0.74	0.585	0.74	0.73	0.6427861445546079	0.5102243278132355	0.6454478556614989	0.636244845751888	0.74	0.585	0.74	0.73	0.25208568572998047	2.524414300918579	0.04587149620056152	0.04429030418395996
gaussian	HH1024	61	0.945	0.78	0.92	0.925	0.8238801674192688	0.7054547460009646	0.7806425337153641	0.7930124670890745	0.945	0.78	0.92	0.925	0.26630306243896484	1.6451399326324463	0.04312849044799805	0.04545331001281738
gaussian	HH1024	62	0.875	0.775	0.915	0.92	0.7707963897781673	0.7459326578651895	0.8161228586228586	0.8245242631704313	0.875	0.775	0.915	0.92	0.26670002937316895	1.7803711891174316	0.04343414306640625	0.04399275779724121
gaussian	HH1024	63	0.92	0.835	0.925	0.93	0.8841144485613421	0.8154096731425924	0.8816125616476905	0.8398152525457179	0.92	0.835	0.925	0.93	0.2704122066497803	1.5728273391723633	0.045098066329956055	0.044243812561035156
gaussian	HH1024	64	0.8	0.815	0.86	0.85	0.534579319983183	0.7052941621146489	0.6768257235417783	0.626571714559235	0.8	0.815	0.86	0.85	0.265887975692749	1.7318832874298096	0.043601274490356445	0.04574775695800781
gaussian	HH1024	65	0.87	0.83	0.85	0.835	0.6220631732091835	0.6517230837221296	0.5594029693217	0.5366762654197792	0.87	0.83	0.85	0.835	0.29189467430114746	1.6012592315673828	0.055643558502197266	0.059003591537475586
gaussian	HH1024	66	0.905	0.775	0.905	0.925	0.7166814666042891	0.6741485863906846	0.7196001288720479	0.7686705003873795	0.905	0.775	0.905	0.925	0.27025532722473145	1.561753273010254	0.048841238021850586	0.042825937271118164
gaussian	HH1024	67	0.915	0.855	0.915	0.895	0.8613382242888884	0.8322326466242931	0.8235644257703081	0.7957005838810275	0.915	0.855	0.915	0.895	0.2674579620361328	1.597649335861206	0.04270029067993164	0.043978214263916016
gaussian	HH1024	68	0.83	0.855	0.82	0.85	0.6623821214788692	0.7935132948730712	0.5742044924837454	0.6192432118170461	0.83	0.855	0.82	0.85	0.2644824981689453	1.5973854064941406	0.04384732246398926	0.04683375358581543
gaussian	HH1024	69	0.895	0.805	0.875	0.86	0.6577393019669563	0.6718442798446433	0.6125008880090932	0.5694010574748497	0.895	0.805	0.875	0.86	0.2662637233734131	1.7075815200805664	0.04414010047912598	0.04373669624328613
gaussian	HH1024	70	0.8	0.82	0.865	0.835	0.6563395814773529	0.7667025312209349	0.7278461734344087	0.679620787709023	0.8	0.82	0.865	0.835	0.2665262222290039	1.6311430931091309	0.044112205505371094	0.03528189659118652
gaussian	HH1024	71	0.875	0.83	0.89	0.88	0.7856811311648643	0.7877527895541072	0.7888105184182934	0.7882095407610952	0.875	0.83	0.89	0.88	0.26633286476135254	1.6929125785827637	0.043145179748535156	0.045339107513427734
gaussian	HH1024	72	0.83	0.825	0.845	0.88	0.6677414021164021	0.7532272165077039	0.6973316004191814	0.7640868839897966	0.83	0.825	0.845	0.88	0.2647411823272705	1.665381669998169	0.04323935508728027	0.04365897178649902
gaussian	HH1024	73	0.89	0.835	0.895	0.91	0.664694706506233	0.7800188680209985	0.6767793406336534	0.6810215457673898	0.89	0.835	0.895	0.91	0.26535534858703613	1.5156300067901611	0.04220390319824219	0.0459902286529541
gaussian	HH1024	74	0.87	0.815	0.905	0.835	0.6967394727283969	0.7043897207803553	0.7640060919472684	0.643575293164495	0.87	0.815	0.905	0.835	0.26448774337768555	1.608433723449707	0.04372811317443848	0.043562889099121094
gaussian	HH1024	75	0.875	0.825	0.825	0.825	0.7523856097462909	0.7929495598150816	0.6870695508058531	0.6816166819495493	0.875	0.825	0.825	0.825	0.2659163475036621	1.870354175567627	0.04424309730529785	0.043256282806396484
gaussian	HH1024	76	0.93	0.775	0.95	0.965	0.8400486570899943	0.7551077811734672	0.9188630225260981	0.9400114591291062	0.93	0.775	0.95	0.965	0.2675905227661133	1.8040306568145752	0.0423884391784668	0.04511094093322754
gaussian	HH1024	77	0.85	0.79	0.85	0.81	0.7675978326940409	0.7506826579852895	0.7292749819859587	0.6731712660273873	0.85	0.79	0.85	0.81	0.2646787166595459	1.7308094501495361	0.044527292251586914	0.04540371894836426
gaussian	HH1024	78	0.84	0.845	0.83	0.87	0.7127842767007893	0.8234696043523251	0.6906415681181779	0.7355241992056158	0.84	0.845	0.83	0.87	0.26744627952575684	1.6823604106903076	0.044574737548828125	0.04588031768798828
gaussian	HH1024	79	0.85	0.88	0.895	0.915	0.7630156664429039	0.8647866211729789	0.8533199385938723	0.8809007993441278	0.85	0.88	0.895	0.915	0.26512670516967773	1.4882738590240479	0.0431063175201416	0.042430877685546875
gaussian	HH1024	80	0.9	0.85	0.9	0.855	0.5844459186688269	0.7350475860560555	0.5854378502634316	0.534608286775445	0.9	0.85	0.9	0.855	0.2709324359893799	1.523406744003296	0.04555821418762207	0.04486966133117676
gaussian	HH1024	81	0.84	0.805	0.87	0.825	0.6005373027075991	0.7012728815647691	0.6431222710396292	0.5696250293634014	0.84	0.805	0.87	0.825	0.26659584045410156	1.6434407234191895	0.04340338706970215	0.04378056526184082
gaussian	HH1024	82	0.895	0.83	0.84	0.875	0.7332401917079336	0.8099264281067178	0.6414441729755855	0.6972661094742634	0.895	0.83	0.84	0.875	0.26631855964660645	1.508819341659546	0.04340076446533203	0.042986154556274414
gaussian	HH1024	83	0.915	0.875	0.89	0.875	0.596769544111277	0.7613480907558932	0.5776643990929705	0.5634872033059264	0.915	0.875	0.89	0.875	0.2665705680847168	1.5910286903381348	0.04366016387939453	0.04340362548828125
gaussian	HH1024	84	0.885	0.82	0.925	0.925	0.7062160346151574	0.705724327906756	0.7776167937350189	0.7657822915925664	0.885	0.82	0.925	0.925	0.26680827140808105	1.629476547241211	0.04299449920654297	0.04319286346435547
gaussian	HH1024	85	0.895	0.885	0.91	0.88	0.8072600478213656	0.8722601791694513	0.8600921495658338	0.7615292134377776	0.895	0.885	0.91	0.88	0.2660541534423828	1.575528621673584	0.03336644172668457	0.043395280838012695
gaussian	HH1024	86	0.9	0.88	0.895	0.915	0.605465901206399	0.7387525945532885	0.6065369231568389	0.6545094086021506	0.9	0.88	0.895	0.915	0.26464223861694336	1.4202439785003662	0.05220293998718262	0.04401421546936035
gaussian	HH1024	87	0.95	0.85	0.945	0.95	0.6064259460036241	0.5880777800671033	0.6053095526791439	0.6071963306333004	0.95	0.85	0.945	0.95	0.26543235778808594	1.4472434520721436	0.043996572494506836	0.05351758003234863
gaussian	HH1024	88	0.89	0.795	0.89	0.905	0.690103712708881	0.6817324652298057	0.6967751164949274	0.7261841323862226	0.89	0.795	0.89	0.905	0.26650190353393555	1.5842938423156738	0.050621986389160156	0.03198814392089844
gaussian	HH1024	89	0.895	0.815	0.875	0.885	0.747217472608821	0.7360718266082145	0.7118779774755752	0.7223182124164615	0.895	0.815	0.875	0.885	0.30698060989379883	1.7506606578826904	0.04566836357116699	0.04319882392883301
gaussian	HH1024	90	0.825	0.785	0.8	0.81	0.7241684636761363	0.7542893173586921	0.6447450087212163	0.6814506004665579	0.825	0.785	0.8	0.81	0.279555082321167	1.8281419277191162	0.04424476623535156	0.04374527931213379
gaussian	SS1024	91	0.78	0.575	0.785	0.82	0.6685966971178456	0.5309631242497025	0.6292973607410227	0.6990307637182638	0.78	0.575	0.785	0.82	0.24959135055541992	1.771411657333374	0.0425105094909668	0.03292584419250488
gaussian	SS1024	92	0.89	0.755	0.875	0.905	0.5747048158812864	0.664213830699389	0.5618914568387787	0.6420131057373325	0.89	0.755	0.875	0.905	0.25037193298339844	1.5950591564178467	0.04302024841308594	0.043691158294677734
gaussian	SS1024	93	0.755	0.82	0.79	0.78	0.4844203036852254	0.7732537583962927	0.5715265467854622	0.5764905526496187	0.755	0.82	0.79	0.78	0.2504856586456299	1.7867872714996338	0.04288983345031738	0.044550180435180664
gaussian	SS1024	94	0.87	0.74	0.83	0.84	0.6371623035759658	0.6221850703395142	0.6188584119998021	0.6528438634517786	0.87	0.74	0.83	0.84	0.2495436668395996	1.634624719619751	0.04435563087463379	0.04335188865661621
gaussian	SS1024	95	0.86	0.82	0.87	0.805	0.6483446870861254	0.6755522053462527	0.6553436283202461	0.5499459257154127	0.86	0.82	0.87	0.805	0.2506070137023926	1.7596111297607422	0.04482269287109375	0.04455900192260742
gaussian	SS1024	96	0.82	0.785	0.83	0.86	0.631581185929012	0.699615852336638	0.6393065225456862	0.7702031540908851	0.82	0.785	0.83	0.86	0.25098538398742676	1.8276185989379883	0.04449152946472168	0.04501771926879883
gaussian	SS1024	97	0.805	0.725	0.795	0.755	0.6938574339890129	0.7062627595419972	0.6819158580923306	0.5800665087721766	0.805	0.725	0.795	0.755	0.24926543235778809	1.8673572540283203	0.043099164962768555	0.043271541595458984
gaussian	SS1024	98	0.805	0.745	0.805	0.835	0.48123246207423553	0.6862114148403371	0.5125901341195138	0.6736092783717331	0.805	0.745	0.805	0.835	0.24953937530517578	1.664290189743042	0.04360842704772949	0.04334306716918945
gaussian	SS1024	99	0.875	0.605	0.785	0.82	0.6469335940117673	0.5008177628009022	0.5026857798619784	0.5387955092250808	0.875	0.605	0.785	0.82	0.2557201385498047	1.6925632953643799	0.042639970779418945	0.04443097114562988
gaussian	SS1024	100	0.855	0.81	0.845	0.825	0.5863572301191706	0.6573492463849873	0.5972750725626312	0.5551350966130866	0.855	0.81	0.845	0.825	0.25028324127197266	1.7166991233825684	0.043341636657714844	0.04440498352050781
gaussian	SS1024	101	0.815	0.725	0.785	0.835	0.5349069346502975	0.6039394467756778	0.48749032670919606	0.5739409141583055	0.815	0.725	0.785	0.835	0.24979233741760254	1.8050687313079834	0.045392751693725586	0.04435849189758301
gaussian	SS1024	102	0.9	0.765	0.88	0.905	0.5741994362755284	0.6289970304109483	0.5552179751208878	0.624682608061115	0.9	0.765	0.88	0.905	0.25951552391052246	1.5934185981750488	0.04459404945373535	0.045035600662231445
gaussian	SS1024	103	0.845	0.77	0.86	0.835	0.6391932175446668	0.7236554469385978	0.6964531351452503	0.660400838237917	0.845	0.77	0.86	0.835	0.25654125213623047	1.7400639057159424	0.043421268463134766	0.04479527473449707
gaussian	SS1024	104	0.845	0.805	0.805	0.83	0.6793871299932106	0.701487359552299	0.6086416037919394	0.6646641936818996	0.845	0.805	0.805	0.83	0.25716376304626465	1.879817008972168	0.04380917549133301	0.043302297592163086
gaussian	SS1024	105	0.87	0.765	0.885	0.9	0.6240542169510824	0.6382235814358341	0.6495345221476281	0.6609842460868224	0.87	0.765	0.885	0.9	0.24882149696350098	1.7377040386199951	0.042771339416503906	0.04327511787414551
gaussian	SS1024	106	0.79	0.75	0.805	0.845	0.49769643229632277	0.6375757099016861	0.5213649127843973	0.5982111062212625	0.79	0.75	0.805	0.845	0.2503650188446045	1.7389473915100098	0.031394004821777344	0.045740365982055664
gaussian	SS1024	107	0.845	0.78	0.775	0.8	0.7131117918823884	0.7542790939552924	0.5789919333117862	0.6829028215700541	0.845	0.78	0.775	0.8	0.250002384185791	1.8388333320617676	0.043675899505615234	0.0456697940826416
gaussian	SS1024	108	0.825	0.75	0.835	0.835	0.6534267729301906	0.7367319033727702	0.6451350014995396	0.6775429850812573	0.825	0.75	0.835	0.835	0.250244140625	1.691438913345337	0.0439763069152832	0.043298959732055664
gaussian	SS1024	109	0.91	0.75	0.885	0.895	0.7928055135855709	0.7316634483728719	0.7712040479542551	0.7763517542810019	0.91	0.75	0.885	0.895	0.2499401569366455	1.839475393295288	0.04296135902404785	0.043677568435668945
gaussian	SS1024	110	0.83	0.77	0.855	0.89	0.6376303396762231	0.721981927303053	0.6489380972009868	0.6812658259961692	0.83	0.77	0.855	0.89	0.2509596347808838	1.7705745697021484	0.042986154556274414	0.04329037666320801
gaussian	SS1024	111	0.81	0.77	0.82	0.74	0.7162366996139349	0.7401147659068883	0.6871158795416827	0.5559123466406208	0.81	0.77	0.82	0.74	0.25030016899108887	1.8306503295898438	0.044270992279052734	0.04559755325317383
gaussian	SS1024	112	0.86	0.755	0.835	0.86	0.6875431409347568	0.597163793838565	0.6587299734541835	0.6693175366956595	0.86	0.755	0.835	0.86	0.24876928329467773	1.6766831874847412	0.04268527030944824	0.045186758041381836
gaussian	SS1024	113	0.84	0.78	0.89	0.875	0.5452859791755812	0.6983888724784306	0.6292699795676835	0.6514538823070551	0.84	0.78	0.89	0.875	0.3111550807952881	2.1895785331726074	0.034308671951293945	0.04291367530822754
gaussian	SS1024	114	0.89	0.77	0.855	0.87	0.6626820583957099	0.6191701451231596	0.6349414192401998	0.641462956337266	0.89	0.77	0.855	0.87	0.2628915309906006	1.7023766040802002	0.03271603584289551	0.0433955192565918
gaussian	SS1024	115	0.88	0.635	0.845	0.84	0.6793461297091303	0.592988303265592	0.6509570875741391	0.6327095539768849	0.88	0.635	0.845	0.84	0.2505624294281006	1.8723466396331787	0.044270992279052734	0.04380083084106445
gaussian	SS1024	116	0.865	0.76	0.85	0.845	0.6429137223639543	0.6711647097583026	0.5903309650146176	0.6047429576118947	0.865	0.76	0.85	0.845	0.2505660057067871	1.7237861156463623	0.04329991340637207	0.04282808303833008
gaussian	SS1024	117	0.87	0.815	0.88	0.87	0.647286327036959	0.6896528364732815	0.6535184561814996	0.6255931657121927	0.87	0.815	0.88	0.87	0.24935555458068848	1.737626552581787	0.04349708557128906	0.04514431953430176
gaussian	SS1024	118	0.91	0.69	0.895	0.9	0.784810735294414	0.5482711757694712	0.778130893357532	0.7636802744936795	0.91	0.69	0.895	0.9	0.25511860847473145	1.8015718460083008	0.04265141487121582	0.0435483455657959
gaussian	SS1024	119	0.83	0.785	0.845	0.88	0.6109666488927562	0.6489264400617468	0.6345144340621199	0.7129896011549013	0.83	0.785	0.845	0.88	0.2485649585723877	1.7520339488983154	0.044008493423461914	0.04376053810119629
gaussian	SS1024	120	0.805	0.81	0.77	0.77	0.5318141051227633	0.7756281359040318	0.5456533921976323	0.5626027597947733	0.805	0.81	0.77	0.77	0.2497401237487793	1.7793800830841064	0.04397773742675781	0.04561018943786621
gaussian	HS1024	121	0.865	0.84	0.84	0.84	0.8379089135656932	0.8250964060349373	0.834436806450567	0.8019986151840991	0.865	0.84	0.84	0.84	0.25600409507751465	1.770056962966919	0.04310441017150879	0.046915292739868164
gaussian	HS1024	122	0.85	0.815	0.845	0.87	0.6184218967307202	0.7819915282277704	0.6336348398503706	0.6554605258916888	0.85	0.815	0.845	0.87	0.25812435150146484	1.6681835651397705	0.04384112358093262	0.04484152793884277
gaussian	HS1024	123	0.845	0.835	0.82	0.82	0.5409324697368176	0.7021055597151873	0.5708785275095667	0.603759664868359	0.845	0.835	0.82	0.82	0.25681233406066895	1.7498526573181152	0.04420924186706543	0.045305728912353516
gaussian	HS1024	124	0.85	0.83	0.845	0.8	0.6742108833105737	0.7919966695598426	0.6473515047044458	0.5672486725155818	0.85	0.83	0.845	0.8	0.2565932273864746	1.7036314010620117	0.04381203651428223	0.04584908485412598
gaussian	HS1024	125	0.915	0.8	0.87	0.85	0.8062322326038649	0.7749271503091933	0.7567516748001609	0.7135110725433719	0.915	0.8	0.87	0.85	0.256793737411499	1.9160926342010498	0.043923139572143555	0.04475665092468262
gaussian	HS1024	126	0.84	0.67	0.82	0.775	0.7504756563211925	0.6374614386042472	0.788033206510013	0.7004417052491896	0.84	0.67	0.82	0.775	0.25703883171081543	1.754755973815918	0.044141530990600586	0.04434490203857422
gaussian	HS1024	127	0.84	0.825	0.835	0.85	0.5266217579808433	0.6752736518241633	0.5311910356632354	0.5478635229395402	0.84	0.825	0.835	0.85	0.26091861724853516	1.6248703002929688	0.044338226318359375	0.17825794219970703
gaussian	HS1024	128	0.875	0.755	0.79	0.825	0.7273477943932987	0.7082634008759728	0.5897978633196821	0.663901550245356	0.875	0.755	0.79	0.825	0.25894737243652344	1.8536365032196045	0.042223453521728516	0.04416155815124512
gaussian	HS1024	129	0.865	0.655	0.88	0.87	0.7023129958001244	0.584494497721264	0.6782916306474742	0.6652500088085549	0.865	0.655	0.88	0.87	0.25513553619384766	1.7422740459442139	0.042798519134521484	0.04400777816772461
gaussian	HS1024	130	0.805	0.905	0.855	0.84	0.6086505139336437	0.8489758309380279	0.6887286324786326	0.6640981671803715	0.805	0.905	0.855	0.84	0.2549464702606201	1.6166231632232666	0.045269012451171875	0.043811798095703125
gaussian	HS1024	131	0.85	0.815	0.86	0.835	0.6207533506182867	0.6965240392432985	0.6065372396767745	0.5855607106614005	0.85	0.815	0.86	0.835	0.2573888301849365	1.6867496967315674	0.04402804374694824	0.03447151184082031
gaussian	HS1024	132	0.85	0.795	0.805	0.82	0.5417939988076829	0.6899495503919707	0.5054385824202897	0.533752909955747	0.85	0.795	0.805	0.82	0.2582705020904541	1.595895528793335	0.04250907897949219	0.04431724548339844
gaussian	HS1024	133	0.85	0.735	0.865	0.845	0.6437419961907294	0.6751023729545025	0.7066244644530727	0.6777168691086041	0.85	0.735	0.865	0.845	0.26485633850097656	1.7103121280670166	0.0440521240234375	0.04404950141906738
gaussian	HS1024	134	0.925	0.765	0.885	0.895	0.9157776884862654	0.756670735010715	0.8152143875270178	0.839119984972169	0.925	0.765	0.885	0.895	0.25824642181396484	1.8359479904174805	0.0441739559173584	0.04401421546936035
gaussian	HS1024	135	0.855	0.755	0.815	0.785	0.5959660951337189	0.615968355553832	0.5548882815496738	0.5206127427834866	0.855	0.755	0.815	0.785	0.256253719329834	1.636491298675537	0.0430145263671875	0.04366326332092285
gaussian	HS1024	136	0.865	0.795	0.82	0.875	0.7605114358640951	0.6761464863944155	0.7195571345947285	0.828647929391747	0.865	0.795	0.82	0.875	0.25637102127075195	1.8954370021820068	0.034590721130371094	0.04218316078186035
gaussian	HS1024	137	0.865	0.79	0.825	0.875	0.6046084112105123	0.68535838367509	0.5668369766091266	0.6758861226598747	0.865	0.79	0.825	0.875	0.2727944850921631	1.6008312702178955	0.044165849685668945	0.05458259582519531
gaussian	HS1024	138	0.845	0.81	0.795	0.77	0.7866182610554735	0.7799184462359388	0.6995737691385062	0.6770648784676205	0.845	0.81	0.795	0.77	0.2709941864013672	1.8452038764953613	0.04684758186340332	0.04519033432006836
gaussian	HS1024	139	0.88	0.82	0.845	0.79	0.7504212515095599	0.7911653823907436	0.7139402655297677	0.6177820879965125	0.88	0.82	0.845	0.79	0.2605617046356201	1.6333136558532715	0.04194331169128418	0.0443878173828125
gaussian	HS1024	140	0.88	0.64	0.76	0.85	0.7579058489614459	0.6180924289130677	0.5833401438378555	0.7232940975202069	0.88	0.64	0.76	0.85	0.2554028034210205	1.7501142024993896	0.04230952262878418	0.04686570167541504
gaussian	HS1024	141	0.84	0.88	0.835	0.825	0.7478420971775653	0.8727757769774577	0.7347174984564185	0.7172882547422602	0.84	0.88	0.835	0.825	0.25553250312805176	1.5588252544403076	0.04392552375793457	0.042352914810180664
gaussian	HS1024	142	0.825	0.79	0.825	0.865	0.6600278606586307	0.7494955394114431	0.69624680679012	0.7259709933251486	0.825	0.79	0.825	0.865	0.26305437088012695	1.6952128410339355	0.042340755462646484	0.0461583137512207
gaussian	HS1024	143	0.945	0.855	0.9	0.95	0.8119028439914516	0.731891968790703	0.7638977489442276	0.812974514229347	0.945	0.855	0.9	0.95	0.25658583641052246	1.5561435222625732	0.04305577278137207	0.04454994201660156
gaussian	HS1024	144	0.915	0.815	0.855	0.88	0.6947472901690226	0.6928559941898319	0.6825740386706072	0.7357661850808623	0.915	0.815	0.855	0.88	0.2630469799041748	1.5773499011993408	0.04321551322937012	0.04522562026977539
gaussian	HS1024	145	0.82	0.83	0.81	0.84	0.7992347446214746	0.8328955965504653	0.7864400627840403	0.8137006358824743	0.82	0.83	0.81	0.84	0.2547917366027832	1.880692481994629	0.0431828498840332	0.04500102996826172
gaussian	HS1024	146	0.845	0.82	0.815	0.8	0.7368441949616649	0.7923729625089868	0.7507525105936266	0.7092426640285495	0.845	0.82	0.815	0.8	0.2580142021179199	1.863905906677246	0.044090986251831055	0.04387855529785156
gaussian	HS1024	147	0.88	0.67	0.815	0.815	0.6342874259059581	0.5932277025689721	0.5364196409502224	0.5801685276348473	0.88	0.67	0.815	0.815	0.25725865364074707	1.5342168807983398	0.04207420349121094	0.04670119285583496
gaussian	HS1024	148	0.89	0.87	0.83	0.855	0.5952150956995919	0.6925551747347538	0.5397886248954151	0.6000860006847668	0.89	0.87	0.83	0.855	0.2579944133758545	1.5333824157714844	0.04397845268249512	0.04311823844909668
gaussian	HS1024	149	0.865	0.8	0.85	0.83	0.7913514797664905	0.7689270736554024	0.7866606272641742	0.7465782966053368	0.865	0.8	0.85	0.83	0.25748610496520996	1.7674801349639893	0.043665409088134766	0.046102285385131836
gaussian	HS1024	150	0.89	0.585	0.83	0.84	0.6913121303386531	0.5762657578978375	0.637077325279483	0.6570223893753306	0.89	0.585	0.83	0.84	0.26107192039489746	1.7058088779449463	0.042945146560668945	0.04435896873474121
gaussian	H64	151	0.975	0.91	0.99	0.99	0.8484071959235693	0.8101483767960145	0.8708616010854817	0.8713235294117647	0.975	0.91	0.99	0.99	0.15428662300109863	0.8656232357025146	0.03311014175415039	0.04369544982910156
gaussian	H64	152	0.965	0.925	0.955	0.91	0.9547786441402583	0.9094345325360476	0.9084636021255739	0.803141932389223	0.965	0.925	0.955	0.91	0.15555715560913086	0.791262149810791	0.03216671943664551	0.043181657791137695
gaussian	H64	153	0.92	0.945	0.95	0.945	0.8316422226888028	0.9164343032096656	0.881505469156432	0.848000981576563	0.92	0.945	0.95	0.945	0.15350961685180664	0.7673416137695312	0.03232383728027344	0.036084890365600586
gaussian	H64	154	0.92	0.96	0.91	0.97	0.7033508965604944	0.9371656624469387	0.6912968713295748	0.9114215210452943	0.92	0.96	0.91	0.97	0.15849852561950684	0.8221390247344971	0.03155374526977539	0.036956071853637695
gaussian	H64	155	0.955	0.92	0.925	0.87	0.917672727682654	0.9142177762546719	0.8738584786261578	0.7293020667198298	0.955	0.92	0.925	0.87	0.15964794158935547	1.0404584407806396	0.03212332725524902	0.0356593132019043
gaussian	H64	156	0.92	0.885	0.895	0.88	0.778643139948287	0.822324284591192	0.7356819386780968	0.7142789808230985	0.92	0.885	0.895	0.88	0.158189058303833	1.0047502517700195	0.03514575958251953	0.034020185470581055
gaussian	H64	157	0.895	0.945	0.94	0.94	0.6662423922431244	0.8899844929726517	0.7214849061177165	0.7612746611312184	0.895	0.945	0.94	0.94	0.15849781036376953	0.8571112155914307	0.031496524810791016	0.044123172760009766
gaussian	H64	158	0.925	0.915	0.935	0.925	0.7793738904012308	0.8893801708780078	0.8048910206016371	0.8059845967985503	0.925	0.915	0.935	0.925	0.1589794158935547	0.8265297412872314	0.031801462173461914	0.03565502166748047
gaussian	H64	159	0.905	0.92	0.935	0.94	0.6526540023763399	0.833739451871931	0.7154133754901006	0.7192167474231718	0.905	0.92	0.935	0.94	0.15718841552734375	0.9030439853668213	0.03265953063964844	0.033077239990234375
gaussian	H64	160	0.865	0.96	0.9	0.885	0.7419403797926805	0.9527820085652359	0.8237195689780064	0.754841437931573	0.865	0.96	0.9	0.885	0.1513993740081787	0.7320916652679443	0.03214836120605469	0.034960269927978516
gaussian	H64	161	0.935	0.91	0.915	0.91	0.8743749966985387	0.8703760066413128	0.7797030501271227	0.7426177853586575	0.935	0.91	0.915	0.91	0.16128993034362793	0.9395740032196045	0.03297162055969238	0.03441119194030762
gaussian	H64	162	0.935	0.93	0.93	0.935	0.7215821377417763	0.9071618717197986	0.7177144607619332	0.7538301643849273	0.935	0.93	0.93	0.935	0.15283560752868652	0.7963182926177979	0.03483319282531738	0.0343480110168457
gaussian	H64	163	0.945	0.885	0.97	0.98	0.7105654369784804	0.7797891413004487	0.8098791624686765	0.8416522203286909	0.945	0.885	0.97	0.98	0.15920472145080566	0.837303876876831	0.03270077705383301	0.0319976806640625
gaussian	H64	164	0.885	0.945	0.955	0.92	0.7700934565175472	0.926607739133736	0.9268374978481587	0.8238568843172469	0.885	0.945	0.955	0.92	0.15646147727966309	0.9421682357788086	0.0329289436340332	0.03340911865234375
gaussian	H64	165	0.92	0.93	0.965	0.92	0.8851345628174896	0.9193895853953389	0.9424905604846814	0.852394943019943	0.92	0.93	0.965	0.92	0.15687990188598633	0.929741382598877	0.03177905082702637	0.03578686714172363
gaussian	H64	166	0.97	0.94	0.96	0.965	0.948294046166216	0.9169603401715031	0.924670057409595	0.9305716002144573	0.97	0.94	0.96	0.965	0.15404129028320312	0.8363974094390869	0.03348898887634277	0.032996177673339844
gaussian	H64	167	0.93	0.94	0.955	0.955	0.5491371742495448	0.7732729317129355	0.5970588762514228	0.5974310454149164	0.93	0.94	0.955	0.955	0.15702152252197266	0.709679365158081	0.03204202651977539	0.034127235412597656
