dataset	signature	seed	ambient_gcn_f1-micro	ambient_mlp_f1-micro	ambient_mlr_f1-micro	kappa_gcn_f1-micro	kappa_mlp_f1-micro	kappa_mlr_f1-micro	knn_f1-micro	product_dt_f1-micro	product_rf_f1-micro	ps_perceptron_f1-micro	single_manifold_rf_f1-micro	sklearn_dt_f1-micro	sklearn_rf_f1-micro	tangent_dt_f1-micro	tangent_gcn_f1-micro	tangent_mlp_f1-micro	tangent_mlr_f1-micro	tangent_rf_f1-micro	ambient_gcn_f1-macro	ambient_mlp_f1-macro	ambient_mlr_f1-macro	kappa_gcn_f1-macro	kappa_mlp_f1-macro	kappa_mlr_f1-macro	knn_f1-macro	product_dt_f1-macro	product_rf_f1-macro	ps_perceptron_f1-macro	single_manifold_rf_f1-macro	sklearn_dt_f1-macro	sklearn_rf_f1-macro	tangent_dt_f1-macro	tangent_gcn_f1-macro	tangent_mlp_f1-macro	tangent_mlr_f1-macro	tangent_rf_f1-macro	ambient_gcn_accuracy	ambient_mlp_accuracy	ambient_mlr_accuracy	kappa_gcn_accuracy	kappa_mlp_accuracy	kappa_mlr_accuracy	knn_accuracy	product_dt_accuracy	product_rf_accuracy	ps_perceptron_accuracy	single_manifold_rf_accuracy	sklearn_dt_accuracy	sklearn_rf_accuracy	tangent_dt_accuracy	tangent_gcn_accuracy	tangent_mlp_accuracy	tangent_mlr_accuracy	tangent_rf_accuracy	ambient_gcn_time	ambient_mlp_time	ambient_mlr_time	kappa_gcn_time	kappa_mlp_time	kappa_mlr_time	knn_time	product_dt_time	product_rf_time	ps_perceptron_time	single_manifold_rf_time	sklearn_dt_time	sklearn_rf_time	tangent_dt_time	tangent_gcn_time	tangent_mlp_time	tangent_mlr_time	tangent_rf_time
product_gaussian	HH	0	0.115	0.245	0.245	0.225	0.265	0.285	0.52	0.4	0.49	0.16	0.285	0.33	0.4	0.425	0.21	0.25	0.25	0.46	0.026376146788990827	0.14839616483068135	0.14970153879321962	0.11179755518424062	0.21285068106068164	0.2226826287398308	0.4679795346743815	0.3459158463655465	0.42023038955764813	0.034482758620689655	0.26219353498204967	0.2872264836133315	0.35329573150648835	0.34857932927883784	0.13446986768343935	0.1952471257960979	0.1952471257960979	0.3851833437544588	0.115	0.245	0.245	0.225	0.265	0.285	0.52	0.4	0.49	0.16	0.285	0.33	0.4	0.425	0.21	0.25	0.25	0.46	52.15437412261963	41.78827095031738	18.53576159477234	87.8190405368805	97.2985692024231	46.27017402648926	0.38637757301330566	0.1574554443359375	1.015296220779419	0.03960251808166504	17.86223864555359	0.0035293102264404297	0.03472304344177246	0.0019779205322265625	51.68087577819824	41.25086998939514	18.597949504852295	0.034937381744384766
product_gaussian	HH	1	0.125	0.325	0.315	0.245	0.285	0.185	0.455	0.44	0.48	0.125	0.31	0.42	0.455	0.345	0.255	0.335	0.335	0.495	0.028026905829596414	0.20995859505522257	0.21072836187317617	0.04919678714859438	0.1827371203967994	0.12907139436064183	0.3971206326051377	0.38077283177669063	0.39858059814200164	0.027777777777777776	0.2759527400703871	0.37995975693344114	0.3663657170118091	0.2513744212962963	0.07799611838913148	0.2736405768013602	0.27323636505247584	0.38534200758167636	0.125	0.325	0.315	0.245	0.285	0.185	0.455	0.44	0.48	0.125	0.31	0.42	0.455	0.345	0.255	0.335	0.335	0.495	52.97291135787964	41.722744941711426	18.622665643692017	90.4524610042572	94.70197105407715	47.41917109489441	0.004837512969970703	0.08137798309326172	0.9943315982818604	0.038031816482543945	17.564002513885498	0.0027565956115722656	0.033101797103881836	0.0019316673278808594	52.98108911514282	41.323479413986206	16.51412320137024	0.03256535530090332
product_gaussian	HH	2	0.04	0.335	0.355	0.29	0.275	0.305	0.5	0.415	0.54	0.29	0.31	0.365	0.41	0.415	0.335	0.355	0.355	0.465	0.009615384615384616	0.2487045031687889	0.2645722320152962	0.0562015503875969	0.2497224817373502	0.18455883673156848	0.442247080824667	0.32234342697729423	0.4803115475317734	0.0562015503875969	0.27722463985594237	0.3482189894571436	0.3379538897463624	0.2806001656602991	0.1634110177029117	0.27789680920647875	0.27789680920647875	0.3841555134693655	0.04	0.335	0.355	0.29	0.275	0.305	0.5	0.415	0.54	0.29	0.31	0.365	0.41	0.415	0.335	0.355	0.355	0.465	53.250253677368164	41.87768745422363	18.4650661945343	87.91294980049133	96.3976137638092	47.60799288749695	0.003611326217651367	0.09241056442260742	1.0403048992156982	0.03713822364807129	17.54580807685852	0.0027098655700683594	0.03209257125854492	0.001941680908203125	53.19547891616821	40.74800944328308	18.61741805076599	0.03308558464050293
product_gaussian	HH	3	0.025	0.365	0.355	0.31	0.36	0.39	0.565	0.48	0.525	0.305	0.37	0.42	0.48	0.48	0.29	0.445	0.44	0.51	0.006097560975609756	0.20023558002281405	0.19012333152958155	0.0788020163020163	0.19491515782998306	0.24487753364872478	0.42694887386411196	0.36134104443872817	0.35452612521578036	0.058653846153846154	0.2669586132885405	0.31784018969606487	0.36831969443575724	0.3213075383104468	0.05708661417322835	0.2767404783971049	0.2743518242081461	0.3438794998652696	0.025	0.365	0.355	0.31	0.36	0.39	0.565	0.48	0.525	0.305	0.37	0.42	0.48	0.48	0.29	0.445	0.44	0.51	53.47205638885498	41.41723418235779	17.062451362609863	89.73687028884888	96.59805107116699	47.87013363838196	0.003663778305053711	0.08984947204589844	1.0417444705963135	0.037027835845947266	16.65304970741272	0.002706766128540039	0.03253006935119629	0.0019452571868896484	53.297945737838745	41.2881236076355	18.819637775421143	0.03406882286071777
product_gaussian	HH	4	0.215	0.335	0.32	0.33	0.225	0.275	0.525	0.375	0.465	0.16	0.36	0.33	0.415	0.375	0.31	0.31	0.31	0.425	0.1428501787183783	0.3159604141562904	0.28099442864487933	0.10913610251878036	0.1832470237363309	0.21896608360022995	0.4737273110971151	0.26123430141287285	0.31863183827750474	0.034482758620689655	0.2630581903254481	0.24960918331181406	0.2215864690864691	0.2916899392546967	0.10067873303167421	0.2328688848743973	0.2328688848743973	0.24949474715099715	0.215	0.335	0.32	0.33	0.225	0.275	0.525	0.375	0.465	0.16	0.36	0.33	0.415	0.375	0.31	0.31	0.31	0.425	51.47238850593567	41.43860983848572	19.071581840515137	89.85704803466797	96.63671517372131	47.65070605278015	0.003711223602294922	0.08292126655578613	0.9408595561981201	0.03713583946228027	18.05065608024597	0.00275421142578125	0.03737163543701172	0.0019540786743164062	52.82530331611633	41.624988079071045	18.64956498146057	0.032721519470214844
product_gaussian	HH	5	0.245	0.245	0.235	0.28	0.225	0.23	0.5	0.36	0.445	0.165	0.28	0.42	0.4	0.395	0.265	0.21	0.21	0.45	0.18401304588936118	0.20150345434998668	0.19589353626975373	0.13650727818970837	0.1899366616934748	0.1456234303322492	0.4657246498646874	0.30975246513929383	0.3972582199473189	0.03540772532188841	0.2586669346396794	0.3574800515171743	0.32474269222707175	0.32292964724831974	0.15407850899965386	0.16327098963953632	0.16327098963953632	0.37610558009657574	0.245	0.245	0.235	0.28	0.225	0.23	0.5	0.36	0.445	0.165	0.28	0.42	0.4	0.395	0.265	0.21	0.21	0.45	52.880473613739014	42.05808401107788	18.589735746383667	89.78519749641418	96.20227718353271	47.408939838409424	0.0036468505859375	0.09229612350463867	1.0446763038635254	0.037137746810913086	18.61662244796753	0.0027008056640625	0.034438133239746094	0.0019307136535644531	52.89579463005066	41.895174980163574	18.750808477401733	0.032042503356933594
product_gaussian	HH	6	0.145	0.36	0.365	0.25	0.33	0.29	0.44	0.34	0.425	0.145	0.2	0.385	0.37	0.425	0.27	0.3	0.3	0.39	0.05488498483316481	0.30132913782085896	0.32180024964123977	0.05	0.23924726334314225	0.1936259654750348	0.43049116734577714	0.2599604784206835	0.3602799756258196	0.03165938864628821	0.17978259426549803	0.32673386896134393	0.30554631682680466	0.35013520792932556	0.08351810790835182	0.15648130112972342	0.15648130112972342	0.3200015254281633	0.145	0.36	0.365	0.25	0.33	0.29	0.44	0.34	0.425	0.145	0.2	0.385	0.37	0.425	0.27	0.3	0.3	0.39	52.88725447654724	41.77212738990784	18.731953144073486	90.92457723617554	96.91532301902771	47.472115993499756	0.0037157535552978516	0.09000587463378906	1.0598523616790771	0.03683805465698242	18.74076819419861	0.002685070037841797	0.033939361572265625	0.001882791519165039	53.37658643722534	41.37974190711975	18.786126852035522	0.03281521797180176
product_gaussian	HH	7	0.155	0.46	0.44	0.215	0.29	0.29	0.56	0.465	0.55	0.16	0.295	0.455	0.455	0.49	0.32	0.415	0.415	0.53	0.057439072327044025	0.40893040949594484	0.3921997381992985	0.07831498883754737	0.22363804444500648	0.24847577621069905	0.47101642366348245	0.3551391909294296	0.45067388111833623	0.034482758620689655	0.25666605958073957	0.39564468807653885	0.3592868607703862	0.4179407994072001	0.17935833213587724	0.3323705949131892	0.3323705949131892	0.4308032309912142	0.155	0.46	0.44	0.215	0.29	0.29	0.56	0.465	0.55	0.16	0.295	0.455	0.455	0.49	0.32	0.415	0.415	0.53	52.797096490859985	39.6649444103241	18.573248624801636	90.24717831611633	96.23649740219116	47.739651918411255	0.0037314891815185547	0.07363581657409668	0.9695272445678711	0.03725457191467285	18.444491624832153	0.0027332305908203125	0.03278803825378418	0.0019390583038330078	53.07146692276001	41.34524321556091	18.803142786026	0.03306841850280762
product_gaussian	HH	8	0.105	0.405	0.415	0.21	0.365	0.225	0.585	0.49	0.555	0.16	0.3	0.47	0.49	0.51	0.29	0.405	0.405	0.52	0.06176723021116725	0.34044158934348423	0.349216748667702	0.04338842975206612	0.25941951566951565	0.1736496322626688	0.5671863484103286	0.4312675663150636	0.5202045006488528	0.034482758620689655	0.2259306075212638	0.40401956439105385	0.44547963121076334	0.44877106504887093	0.16786075390934727	0.30989157548759105	0.30966534531112533	0.44925851801128225	0.105	0.405	0.415	0.21	0.365	0.225	0.585	0.49	0.555	0.16	0.3	0.47	0.49	0.51	0.29	0.405	0.405	0.52	52.91704821586609	41.964744091033936	18.75771927833557	89.90830993652344	95.1298475265503	47.5177435874939	0.0037240982055664062	0.09320068359375	1.0482172966003418	0.037442922592163086	18.143845081329346	0.0027184486389160156	0.03340768814086914	0.0019011497497558594	52.7335159778595	41.461670875549316	18.748238801956177	0.03389334678649902
product_gaussian	HH	9	0.055	0.29	0.275	0.26	0.255	0.28	0.43	0.355	0.425	0.165	0.275	0.38	0.385	0.385	0.26	0.32	0.315	0.41	0.017255892255892254	0.13350448416934715	0.10262951334379906	0.09249918202639328	0.20282382641412186	0.18710340435386752	0.41923950410583033	0.29547085843828225	0.33739635157545605	0.03540772532188841	0.23129698121509454	0.3112000502013543	0.2686464876323742	0.3166492813265788	0.09429039952295766	0.24044268276005476	0.23622277733778996	0.33077129135475947	0.055	0.29	0.275	0.26	0.255	0.28	0.43	0.355	0.425	0.165	0.275	0.38	0.385	0.385	0.26	0.32	0.315	0.41	52.7080192565918	41.87111830711365	18.758413314819336	89.62680864334106	94.99862933158875	47.73056888580322	0.0036773681640625	0.08687591552734375	1.0330860614776611	0.03773951530456543	18.740057229995728	0.00269317626953125	0.03265213966369629	0.0018908977508544922	53.02901101112366	41.79651117324829	18.868780612945557	0.032767534255981445
product_gaussian	HE	0	0.195	0.285	0.295	0.225	0.28	0.275	0.49	0.385	0.395	0.17	0.285	0.295	0.38	0.37	0.21	0.255	0.255	0.47	0.07871989121989123	0.1887452183342668	0.19501634793675873	0.13800747863247864	0.17524035286160483	0.21666830425975753	0.4691601378001721	0.34985617131420255	0.3333585164835165	0.10306327623994269	0.26219353498204967	0.27272898370082627	0.34003800199919537	0.24581036121800928	0.13567521912381664	0.19601965868391424	0.19601965868391424	0.39575765640372385	0.195	0.285	0.295	0.225	0.28	0.275	0.49	0.385	0.395	0.17	0.285	0.295	0.38	0.37	0.21	0.255	0.255	0.47	53.44358253479004	42.11689877510071	19.004461526870728	76.64384770393372	84.64607501029968	38.78816509246826	0.0033729076385498047	0.09270834922790527	1.0312726497650146	0.04231452941894531	18.13857412338257	0.002542734146118164	0.03261232376098633	0.0019443035125732422	53.894896507263184	41.840614557266235	19.174274921417236	0.03248786926269531
product_gaussian	HE	1	0.135	0.275	0.27	0.245	0.26	0.205	0.435	0.325	0.405	0.195	0.31	0.335	0.39	0.32	0.26	0.295	0.295	0.425	0.0644166284535137	0.20409135150166852	0.20128801111227385	0.06543248723865464	0.18753264398644834	0.14964834580228495	0.37136243603712804	0.2522535075438952	0.2732739449070718	0.11929793358941378	0.2759527400703871	0.25309809844887055	0.28306775214033275	0.27585605325939067	0.09945320784729586	0.22042694707773441	0.22042694707773441	0.3118242792516631	0.135	0.275	0.27	0.245	0.26	0.205	0.435	0.325	0.405	0.195	0.31	0.335	0.39	0.32	0.26	0.295	0.295	0.425	52.90484404563904	42.11249256134033	18.986953496932983	77.6347131729126	84.3030252456665	39.42964696884155	0.003734111785888672	0.08524394035339355	0.9102680683135986	0.04151177406311035	17.66072678565979	0.0024068355560302734	0.033231496810913086	0.0019097328186035156	53.959773778915405	42.321394205093384	19.049429178237915	0.03372025489807129
product_gaussian	HE	2	0.07	0.35	0.36	0.34	0.36	0.375	0.41	0.385	0.44	0.24	0.31	0.33	0.38	0.325	0.35	0.32	0.32	0.42	0.016355140186915886	0.27635870024150916	0.28807436293756405	0.17336028751123092	0.32499511802860914	0.2713733107947297	0.38212891787686354	0.2414349285299438	0.34836855001589107	0.13538995726495726	0.27722463985594237	0.2534449226882727	0.2788460357509979	0.21521352291245338	0.18925739005046863	0.2223088179848688	0.22299752895937003	0.29100734639681036	0.07	0.35	0.36	0.34	0.36	0.375	0.41	0.385	0.44	0.24	0.31	0.33	0.38	0.325	0.35	0.32	0.32	0.42	54.3189640045166	42.1142635345459	19.133589267730713	77.44248723983765	84.98593664169312	40.29127049446106	0.003529787063598633	0.08629131317138672	1.0097780227661133	0.04208683967590332	17.865989446640015	0.0023446083068847656	0.03266477584838867	0.0019230842590332031	53.37198257446289	42.24021363258362	18.962751388549805	0.03282618522644043
product_gaussian	HE	3	0.145	0.315	0.325	0.335	0.295	0.31	0.48	0.41	0.475	0.165	0.37	0.41	0.45	0.465	0.305	0.4	0.4	0.5	0.03165938864628821	0.157056720875784	0.169301730572798	0.20309031837864774	0.16269391574938094	0.22136913386913387	0.3214257025306657	0.2786073156331085	0.30678620860989464	0.07957625761320791	0.2669586132885405	0.23945251514910956	0.30894864438490216	0.30894929538546556	0.05842911877394636	0.23837396149662943	0.2381167162617056	0.3348192176133353	0.145	0.315	0.325	0.335	0.295	0.31	0.48	0.41	0.475	0.165	0.37	0.41	0.45	0.465	0.305	0.4	0.4	0.5	54.781548500061035	41.85932898521423	18.811570167541504	77.73482918739319	84.36817264556885	39.71137237548828	0.003615140914916992	0.08084225654602051	0.929600715637207	0.037062883377075195	16.542688608169556	0.002409219741821289	0.03195548057556152	0.0019190311431884766	54.311322927474976	42.56268525123596	17.39809823036194	0.03237485885620117
product_gaussian	HE	4	0.29	0.27	0.27	0.285	0.23	0.255	0.485	0.395	0.445	0.2	0.36	0.37	0.405	0.32	0.335	0.29	0.29	0.385	0.09558953704523324	0.19243292522902716	0.19272042458483135	0.09635810172692931	0.1591793935017913	0.19785386714734543	0.3638835534380569	0.2946682771726289	0.28689174436410975	0.10064128532522656	0.2630581903254481	0.21906850459482036	0.21131203536266827	0.18568453682216168	0.12085294551501254	0.18291776490786865	0.1830224127812851	0.19339965390775482	0.29	0.27	0.27	0.285	0.23	0.255	0.485	0.395	0.445	0.2	0.36	0.37	0.405	0.32	0.335	0.29	0.29	0.385	54.02785086631775	42.126996994018555	19.14403533935547	77.48377466201782	84.11333560943604	38.86058044433594	0.003408670425415039	0.08052301406860352	0.9283607006072998	0.04224848747253418	17.013182401657104	0.0023920536041259766	0.03210806846618652	0.0019366741180419922	54.363688468933105	41.863011598587036	19.5235915184021	0.03357362747192383
product_gaussian	HE	5	0.21	0.265	0.255	0.23	0.225	0.28	0.475	0.34	0.41	0.16	0.275	0.315	0.34	0.35	0.22	0.2	0.2	0.37	0.1257919161180449	0.22011897098578814	0.2148616546561946	0.13358294930875575	0.17255244755244756	0.19369553613120263	0.43727404756935184	0.3048822314127694	0.3620194307498847	0.09889669468877389	0.24525017487528938	0.27613075983266155	0.26160104806377155	0.291882085075941	0.12991757678681226	0.1431047683003736	0.1431047683003736	0.28722681567288677	0.21	0.265	0.255	0.23	0.225	0.28	0.475	0.34	0.41	0.16	0.275	0.315	0.34	0.35	0.22	0.2	0.2	0.37	54.055787563323975	41.89839291572571	19.052698373794556	75.92874598503113	83.9741804599762	37.67617130279541	0.0033006668090820312	0.08693981170654297	0.9972777366638184	0.04192328453063965	17.895461082458496	0.0023453235626220703	0.034171342849731445	0.0019071102142333984	54.348501682281494	42.08597111701965	18.97117590904236	0.03497600555419922
product_gaussian	HE	6	0.235	0.26	0.26	0.27	0.25	0.21	0.39	0.4	0.36	0.09	0.2	0.43	0.49	0.385	0.235	0.31	0.31	0.375	0.08780880773361976	0.2083422421479117	0.20514052547495437	0.10577114857219569	0.15110249009803656	0.11846876949122337	0.35772262978285835	0.33381099404883796	0.2687445075893541	0.04842930237390265	0.17978259426549803	0.34645164891883884	0.4039140150293432	0.3387086079671708	0.05714285714285715	0.17333388861124993	0.17335315630954576	0.29854124008811794	0.235	0.26	0.26	0.27	0.25	0.21	0.39	0.4	0.36	0.09	0.2	0.43	0.49	0.385	0.235	0.31	0.31	0.375	53.71472978591919	42.440189599990845	18.791447639465332	77.25389647483826	84.94544434547424	39.089001178741455	0.0033681392669677734	0.08921980857849121	1.0253286361694336	0.05937814712524414	18.496355295181274	0.002356290817260742	0.0325319766998291	0.0019218921661376953	53.79170775413513	42.06323432922363	19.000702381134033	0.034230947494506836
product_gaussian	HE	7	0.185	0.375	0.375	0.21	0.3	0.245	0.49	0.43	0.505	0.24	0.295	0.495	0.49	0.47	0.24	0.385	0.385	0.515	0.07774535088910005	0.3123896006686544	0.31360164700213045	0.10756052638978714	0.233812055888573	0.17044853855156114	0.3955275983932002	0.3414087138351844	0.40255746580547114	0.138451261148272	0.25666605958073957	0.43436771286317516	0.4009428957551644	0.40706480407405954	0.11994861240550896	0.30687260507482683	0.30652126549727754	0.4374033374033374	0.185	0.375	0.375	0.21	0.3	0.245	0.49	0.43	0.505	0.24	0.295	0.495	0.49	0.47	0.24	0.385	0.385	0.515	53.68527102470398	42.242820739746094	18.90954828262329	77.95510911941528	85.5898962020874	39.19197750091553	0.0034856796264648438	0.08661794662475586	1.0037016868591309	0.038451433181762695	18.699344635009766	0.0023708343505859375	0.032776594161987305	0.001977682113647461	54.50609111785889	42.09068989753723	19.159215211868286	0.03334331512451172
product_gaussian	HE	8	0.1	0.35	0.355	0.285	0.38	0.3	0.465	0.44	0.485	0.25	0.27	0.38	0.445	0.395	0.335	0.385	0.39	0.47	0.059216079867596326	0.2685994714543231	0.26983222115575056	0.1292270058708415	0.3182921590988802	0.21208060792779881	0.42966067843153855	0.3655447943103889	0.4215660331793055	0.10903305792105975	0.20272207485322238	0.31165983823691973	0.3695983487970104	0.31718793077282265	0.24347252874101363	0.3022139467711256	0.306978712892628	0.39709819853492456	0.1	0.35	0.355	0.285	0.38	0.3	0.465	0.44	0.485	0.25	0.27	0.38	0.445	0.395	0.335	0.385	0.39	0.47	53.57796096801758	41.83130931854248	18.03682780265808	77.2138614654541	84.35444855690002	38.39868116378784	0.0032160282135009766	0.09140372276306152	1.0100784301757812	0.03793478012084961	18.40460515022278	0.0023932456970214844	0.03201627731323242	0.0019550323486328125	54.059484243392944	42.27538704872131	16.694615364074707	0.03288722038269043
product_gaussian	HE	9	0.07	0.24	0.24	0.26	0.235	0.265	0.35	0.32	0.385	0.195	0.2	0.31	0.27	0.305	0.28	0.28	0.285	0.365	0.02969520646578104	0.11465142623681474	0.11469494047619047	0.10010411903820038	0.1460257121716611	0.16734419168124917	0.2932159039194938	0.2700215919701214	0.3145499097886477	0.10710645657323262	0.1614306761027518	0.25657097265647905	0.17589002267573695	0.2860876707142187	0.1262591575091575	0.22316037492746213	0.22553315685121494	0.2934442215825786	0.07	0.24	0.24	0.26	0.235	0.265	0.35	0.32	0.385	0.195	0.2	0.31	0.27	0.305	0.28	0.28	0.285	0.365	54.402788162231445	42.63219618797302	18.881494522094727	78.69993042945862	85.22550654411316	39.33923530578613	0.003396272659301758	0.08799481391906738	0.956444263458252	0.04278254508972168	17.693928003311157	0.002379179000854492	0.03241991996765137	0.001953125	54.623629093170166	42.045777797698975	18.717024564743042	0.03361988067626953
product_gaussian	HS	0	0.22	0.29	0.29	0.12	0.12	0.12	0.38	0.38	0.41	0.15	0.285	0.3	0.385	0.37	0.17	0.235	0.235	0.4	0.08429153191999042	0.21198981757871482	0.2119963267071165	0.026785714285714284	0.026785714285714284	0.026785714285714284	0.36904640136184574	0.3451820577111156	0.3567816982339763	0.06399614614985548	0.26219353498204967	0.2612544107864931	0.34215626125792364	0.3321499292643478	0.08655431869717584	0.18946349696146447	0.18946349696146447	0.3272811447811448	0.22	0.29	0.29	0.12	0.12	0.12	0.38	0.38	0.41	0.15	0.285	0.3	0.385	0.37	0.17	0.235	0.235	0.4	52.98518085479736	42.10530662536621	18.765833377838135	103.12250638008118	101.86287450790405	47.81857180595398	0.00517725944519043	0.08643841743469238	1.052825689315796	0.041112422943115234	18.35369610786438	0.0028345584869384766	0.03456926345825195	0.001947164535522461	52.71553182601929	41.792824268341064	18.550795793533325	0.03239321708679199
product_gaussian	HS	1	0.15	0.305	0.305	0.245	0.205	0.205	0.43	0.355	0.435	0.125	0.31	0.335	0.375	0.355	0.325	0.28	0.285	0.39	0.08201039746208913	0.18856519028278187	0.21063560194305925	0.09707969626002413	0.04253112033195021	0.04253112033195021	0.3594895055654428	0.218739837398374	0.2884802601514558	0.03125	0.2759527400703871	0.23079812658796028	0.23849889493154985	0.2835195064627625	0.1365113080066351	0.1317850849017293	0.13361502290618144	0.26401648995014376	0.15	0.305	0.305	0.245	0.205	0.205	0.43	0.355	0.435	0.125	0.31	0.335	0.375	0.355	0.325	0.28	0.285	0.39	53.455026149749756	42.236027002334595	17.872433185577393	104.47691106796265	103.87165904045105	46.0288872718811	0.004862785339355469	0.09136486053466797	0.9420266151428223	0.03565073013305664	17.22830867767334	0.0027456283569335938	0.03440499305725098	0.0019037723541259766	53.33215594291687	41.57327151298523	18.63192081451416	0.03237485885620117
product_gaussian	HS	2	0.07	0.26	0.275	0.13	0.13	0.13	0.365	0.305	0.355	0.305	0.31	0.375	0.385	0.355	0.295	0.295	0.295	0.36	0.016355140186915886	0.16616849269000672	0.16685522720533588	0.028761061946902654	0.028761061946902654	0.028761061946902654	0.2675992127418762	0.21849308772818093	0.20375398491813573	0.12963480292563997	0.27722463985594237	0.228576130153999	0.22691965773152634	0.23550567789698224	0.06612200435729848	0.12619655416842349	0.12619655416842349	0.19306683966013566	0.07	0.26	0.275	0.13	0.13	0.13	0.365	0.305	0.355	0.305	0.31	0.375	0.385	0.355	0.295	0.295	0.295	0.36	53.33497977256775	41.94544219970703	18.529773235321045	103.90585327148438	103.09569025039673	47.797308683395386	0.0037817955017089844	0.08732175827026367	0.9733328819274902	0.03652358055114746	17.432336568832397	0.002714872360229492	0.03292346000671387	0.0019176006317138672	53.31702208518982	42.06383538246155	18.65238642692566	0.03337574005126953
product_gaussian	HS	3	0.145	0.33	0.335	0.305	0.115	0.115	0.41	0.37	0.405	0.315	0.37	0.41	0.425	0.435	0.305	0.365	0.365	0.42	0.03165938864628821	0.16246758347951457	0.1723904069993226	0.05888030888030888	0.0257847533632287	0.0257847533632287	0.2928966784432307	0.23421209351003194	0.24139307547231165	0.08199672667757774	0.2669586132885405	0.2583995875621	0.27162223488686255	0.28657054242702473	0.06594669117647059	0.17190694058118833	0.17218569069629264	0.22018096431349357	0.145	0.33	0.335	0.305	0.115	0.115	0.41	0.37	0.405	0.315	0.37	0.41	0.425	0.435	0.305	0.365	0.365	0.42	52.841628074645996	41.727503061294556	18.64245367050171	103.80257511138916	103.02921676635742	48.108025312423706	0.0034754276275634766	0.08875870704650879	0.9988586902618408	0.03721165657043457	16.55522060394287	0.002727985382080078	0.0330052375793457	0.0019273757934570312	52.45241737365723	41.86341381072998	18.542649745941162	0.03423428535461426
product_gaussian	HS	4	0.35	0.255	0.26	0.16	0.16	0.16	0.4	0.4	0.415	0.265	0.36	0.325	0.395	0.32	0.325	0.31	0.32	0.375	0.11668139637649139	0.14161461235422348	0.14038926649086997	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.25042932971730836	0.2651758246229377	0.2703723277699325	0.05237154150197629	0.2630581903254481	0.1877758655854646	0.19872332949089505	0.21221517137010096	0.1189645386316582	0.16173382906442554	0.16882424781361313	0.19958948822858896	0.35	0.255	0.26	0.16	0.16	0.16	0.4	0.4	0.415	0.265	0.36	0.325	0.395	0.32	0.325	0.31	0.32	0.375	52.91612792015076	41.94727373123169	18.79130244255066	103.95224285125732	102.25175666809082	47.478299379348755	0.003429889678955078	0.09106755256652832	0.9684805870056152	0.037204742431640625	17.71662473678589	0.0027570724487304688	0.03237724304199219	0.0019478797912597656	53.048630714416504	41.735888719558716	18.686171293258667	0.17705821990966797
product_gaussian	HS	5	0.215	0.25	0.26	0.095	0.095	0.095	0.405	0.325	0.42	0.225	0.27	0.305	0.305	0.395	0.2	0.23	0.23	0.285	0.10796527731117532	0.1738284011310327	0.17957265579183124	0.021689497716894976	0.021689497716894976	0.021689497716894976	0.38067809039945266	0.2717011491764054	0.3811941837522797	0.08150841174793272	0.22677831011822402	0.27162278026789755	0.2390560641737073	0.3331751447184483	0.08786803949475182	0.16476522891752776	0.16476522891752776	0.2158925076080562	0.215	0.25	0.26	0.095	0.095	0.095	0.405	0.325	0.42	0.225	0.27	0.305	0.305	0.395	0.2	0.23	0.23	0.285	53.007957220077515	41.370765924453735	18.999415636062622	103.85084891319275	99.96012568473816	47.85617637634277	0.003722667694091797	0.08836078643798828	1.0325829982757568	0.03719496726989746	17.92991805076599	0.0026907920837402344	0.03234577178955078	0.001932382583618164	52.598591566085815	42.06635928153992	19.029317378997803	0.03382563591003418
product_gaussian	HS	6	0.28	0.36	0.355	0.045	0.045	0.045	0.38	0.36	0.415	0.22	0.2	0.325	0.405	0.365	0.25	0.335	0.335	0.39	0.09831833391023423	0.2956227211184308	0.28561307764051663	0.01076555023923445	0.01076555023923445	0.01076555023923445	0.3434189613068923	0.2842647317684335	0.3203849669724511	0.04680851063829787	0.17978259426549803	0.23032254782254782	0.2961119946783365	0.287414709473533	0.05	0.21928443104612094	0.21928443104612094	0.31833506996586924	0.28	0.36	0.355	0.045	0.045	0.045	0.38	0.36	0.415	0.22	0.2	0.325	0.405	0.365	0.25	0.335	0.335	0.39	51.42739200592041	41.55050253868103	18.284547090530396	103.8030354976654	103.31774497032166	47.77872562408447	0.0038177967071533203	0.09039521217346191	1.0116865634918213	0.037679195404052734	18.58480978012085	0.0027866363525390625	0.03317975997924805	0.001882314682006836	52.93771290779114	41.50582575798035	18.92734169960022	0.030841588973999023
