sklearn_dt_f1-micro	 sklearn_dt_accuracy	 sklearn_dt_time   	 sklearn_rf_f1-micro	 sklearn_rf_accuracy	 sklearn_rf_time   	 product_dt_f1-micro	 product_dt_accuracy	 product_dt_time   	 product_rf_f1-micro	 product_rf_accuracy	 product_rf_time   	 tangent_dt_f1-micro	 tangent_dt_accuracy	 tangent_dt_time   	 tangent_rf_f1-micro	 tangent_rf_accuracy	 tangent_rf_time   	 knn_f1-micro      	 knn_accuracy      	 knn_time          	 ps_perceptron_f1-micro	 ps_perceptron_accuracy	 ps_perceptron_time	 ambient_mlp_f1-micro	 ambient_mlp_accuracy	 ambient_mlp_time  	 ambient_gnn_f1-micro	 ambient_gnn_accuracy	 ambient_gnn_time  	 kappa_gcn_f1-micro	 kappa_gcn_accuracy	 kappa_gcn_time     	 product_mlr_f1-micro	 product_mlr_accuracy	 product_mlr_time   	 task	 signature            	 dataset  	 table                 	 sklearn_dt_rmse    	 sklearn_rf_rmse    	 product_dt_rmse   	 product_rf_rmse   	 tangent_dt_rmse    	 tangent_rf_rmse    	 knn_rmse          	 ambient_mlp_rmse  	 ambient_gnn_rmse  	 kappa_gcn_rmse       	 product_mlr_rmse
                   	                    	 0.0014955997467041	                    	                    	 0.0333611965179443	                    	                    	 0.0377254486083984	                    	                    	 0.4051315784454345	                    	                    	 0.0011694431304931	                    	                    	 0.0330727100372314	                   	                   	 0.0024828910827636	                       	                       	                   	                     	                     	 32.400803089141846	                     	                     	 42.13617420196533 	                   	                   	  42.56696724891663 	                     	                     	  22.096628665924072	 R   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	  0.2347064101840919	  0.2246503496534307	  0.23283489       	  0.21578178       	  0.223426146494202 	  0.2162940188463344	  0.2321188        	    0.32464898     	    0.43839368     	    0.4536411166191101	    0.4806621968746185
                   	                    	 0.0015475749969482	                    	                    	 0.0335004329681396	                    	                    	 0.0363492965698242	                    	                    	 0.3893613815307617	                    	                    	 0.0011110305786132	                    	                    	 0.0216600894927978	                   	                   	 0.0027339458465576	                       	                       	                   	                     	                     	 32.72969675064087 	                     	                     	 40.96269989013672 	                   	                   	  42.00683569908142 	                     	                     	  21.475258111953732	 R   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	  0.1694625905779045	  0.1679530770138285	  0.17928053       	  0.16822362       	  0.1821727652260018	  0.1715569076507594	  0.17545483       	    0.37353778     	    0.427098       	    0.4559925496578216	    0.4738082885742187
                   	                    	 0.0014221668243408	                    	                    	 0.0331983566284179	                    	                    	 0.0325677394866943	                    	                    	 0.3395133018493652	                    	                    	 0.0010607242584228	                    	                    	 0.0340104103088378	                   	                   	 0.0030767917633056	                       	                       	                   	                     	                     	 32.20669960975647 	                     	                     	 41.469313859939575	                   	                   	  43.37593412399292 	                     	                     	  20.468456029891968	 R   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	  0.1847296392472356	  0.1601648056357522	  0.16118369       	  0.15454826       	  0.1721322101871288	  0.1579900753157883	  0.1805696        	    0.35415235     	    0.43228716     	    0.468316376209259 	    0.4797967076301574
                   	                    	 0.0013747215270996	                    	                    	 0.0332188606262207	                    	                    	 0.034604787826538 	                    	                    	 0.3908007144927978	                    	                    	 0.0010535717010498	                    	                    	 0.0320842266082763	                   	                   	 0.0025844573974609	                       	                       	                   	                     	                     	 32.23009705543518 	                     	                     	 41.27232503890991 	                   	                   	  42.08041286468506 	                     	                     	  20.850275993347168	 R   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	  0.1957439048523625	  0.1836489084544016	  0.18791743       	  0.18318443       	  0.1913603311400041	  0.182284969700521 	  0.19935547       	    0.38923767     	    0.5087259      	    0.551239013671875 	    0.576134443283081
                   	                    	 0.0014224052429199	                    	                    	 0.0327887535095214	                    	                    	 0.0369496345520019	                    	                    	 0.3829429149627685	                    	                    	 0.0010685920715332	                    	                    	 0.0327391624450683	                   	                   	 0.0023279190063476	                       	                       	                   	                     	                     	 31.441762447357178	                     	                     	 40.23941230773926 	                   	                   	  43.00198721885681 	                     	                     	  21.08129334449768 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2191450739725953	  0.1942993062700028	  0.20452604       	  0.19604665       	  0.2021437742184008	  0.1938871722766785	  0.20195466       	    0.39766082     	    0.4051446      	    0.4675078988075256	     
                   	                    	 0.0019361972808837	                    	                    	 0.0338020324707031	                    	                    	 0.0380890369415283	                    	                    	 0.3932821750640869	                    	                    	 0.0010287761688232	                    	                    	 0.0326671600341796	                   	                   	 0.0024430751800537	                       	                       	                   	                     	                     	 31.951008319854736	                     	                     	 41.62419676780701 	                   	                   	  43.20095443725586 	                     	                     	  19.99227333068848 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1845769301946986	  0.1760945776518489	  0.174099         	  0.18069132       	  0.1899811386174169	  0.1768000524094347	  0.18575855       	    0.3892442      	    0.41734925     	    0.4902380704879761	    0.4905026853084564
                   	                    	 0.0014650821685791	                    	                    	 0.0340340137481689	                    	                    	 0.0313818454742431	                    	                    	 0.3840651512145996	                    	                    	 0.00108003616333  	                    	                    	 0.0221023559570312	                   	                   	 0.003434419631958 	                       	                       	                   	                     	                     	 31.885414600372314	                     	                     	 41.38214182853699 	                   	                   	  42.933754205703735	                     	                     	  20.97488808631897 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.206680516244699 	  0.2056061777412814	  0.22231138       	  0.20346539       	  0.2295409665647058	  0.2105583325720202	  0.2180806        	    0.41132206     	    0.46964547     	                      	     
                   	                    	 0.0014889240264892	                    	                    	 0.0324001312255859	                    	                    	 0.027815818786621 	                    	                    	 0.3905115127563476	                    	                    	 0.0010125637054443	                    	                    	 0.0328612327575683	                   	                   	 0.0024483203887939	                       	                       	                   	                     	                     	 31.69067978858948 	                     	                     	 40.72155451774597 	                   	                   	  42.59992814064026 	                     	                     	  23.73963022232056 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1850715983741781	  0.18093278171384  	  0.18565732       	  0.18128146       	  0.1843579958074579	  0.1859693280370145	  0.18603107       	    0.4397572      	    0.44232363     	    0.5086060166358948	    0.5060603022575378
                   	                    	 0.0014693737030029	                    	                    	 0.0331761837005615	                    	                    	 0.0325288772583007	                    	                    	 0.4076740741729736	                    	                    	 0.0011012554168701	                    	                    	 0.0326907634735107	                   	                   	 0.0027153491973876	                       	                       	                   	                     	                     	 32.653642416000366	                     	                     	 41.33971261978149 	                   	                   	  43.08623433113098 	                     	                     	  20.64225745201111 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2765140587719233	  0.2424974003995415	  0.26527026       	  0.24265571       	  0.2526392326752585	  0.2471503245121503	  0.2469954        	    0.37021902     	    0.4579629      	    0.5172331929206848	    0.510875940322876
                   	                    	 0.0016829967498779	                    	                    	 0.0339457988739013	                    	                    	 0.0297064781188964	                    	                    	 0.3811218738555908	                    	                    	 0.0010514259338378	                    	                    	 0.0321877002716064	                   	                   	 0.0025932788848876	                       	                       	                   	                     	                     	 31.82266116142273 	                     	                     	 39.54386782646179 	                   	                   	  41.59694981575012 	                     	                     	  22.446863651275635	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1861177741521784	  0.1716075916269905	  0.19256973       	  0.17176887       	  0.1815723922854279	  0.1680977039610715	  0.16315734       	    0.52762055     	    0.55750865     	    0.6353079676628113	    0.6482564210891724
                   	                    	 0.0014138221740722	                    	                    	 0.0324435234069824	                    	                    	 0.0343666076660156	                    	                    	 0.374868631362915 	                    	                    	 0.0011050701141357	                    	                    	 0.0322685241699218	                   	                   	 0.0023763179779052	                       	                       	                   	                     	                     	 32.54558825492859 	                     	                     	 42.14260601997376 	                   	                   	  42.88991093635559 	                     	                     	  20.13132905960083 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2149507177049361	  0.2057934882043441	  0.22404799       	  0.20543772       	  0.2136442271288602	  0.2052085267650728	  0.2117276        	    0.5006095      	    0.5441449      	    0.6084336042404175	    0.5879307389259338
                   	                    	 0.0013666152954101	                    	                    	 0.0353758335113525	                    	                    	 0.0341856479644775	                    	                    	 0.3871002197265625	                    	                    	 0.0010328292846679	                    	                    	 0.0329182147979736	                   	                   	 0.0025715827941894	                       	                       	                   	                     	                     	 32.0197057723999  	                     	                     	 40.525267124176025	                   	                   	  43.03489756584168 	                     	                     	  19.66196584701538 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2184255511064992	  0.1989686330566332	  0.21154846       	  0.19822706       	  0.2100080437525555	  0.1968617637388467	  0.213021         	    0.43547124     	    0.48926938     	    0.5708956718444824	     
                   	                    	 0.0014495849609375	                    	                    	 0.0350418090820312	                    	                    	 0.032301902770996 	                    	                    	 0.385087251663208 	                    	                    	 0.0010693073272705	                    	                    	 0.0329198837280273	                   	                   	 0.0024728775024414	                       	                       	                   	                     	                     	 32.78635597229004 	                     	                     	 41.32250571250916 	                   	                   	  43.08092927932739 	                     	                     	  21.40343141555786 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1918516418875832	  0.1943683684602625	  0.20240621       	  0.1904954        	  0.201877925595914 	  0.1921218905690725	  0.19071566       	    0.50333446     	    0.5230868      	    0.6011277437210083	     
                   	                    	 0.001443862915039 	                    	                    	 0.0323092937469482	                    	                    	 0.0376298427581787	                    	                    	 0.3807628154754638	                    	                    	 0.0010030269622802	                    	                    	 0.0344176292419433	                   	                   	 0.0029990673065185	                       	                       	                   	                     	                     	 32.91340661048889 	                     	                     	 41.39642071723938 	                   	                   	  43.27086591720581 	                     	                     	  20.04867959022522 	 R   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1821703212580428	  0.180709644760304 	  0.18977763       	  0.18040326       	  0.1883143173422307	  0.1810063033474353	  0.18552442       	    0.4563912      	    0.48827726     	    0.5666218400001526	    0.5604323148727417
                   	                    	 0.0014021396636962	                    	                    	 0.0222284793853759	                    	                    	 0.0365841388702392	                    	                    	 0.3913140296936035	                    	                    	 0.0010526180267333	                    	                    	 0.0336630344390869	                   	                   	 0.0024130344390869	                       	                       	                   	                     	                     	 31.864643812179565	                     	                     	 40.260058879852295	                   	                   	  43.379443645477295	                     	                     	  21.50132131576538 	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2715891139595654	  0.2588399675547987	  0.257122         	  0.25096154       	  0.2666379122361453	  0.2627458979737733	  0.28007194       	    0.6078823      	    0.56514555     	                      	     
                   	                    	 0.0014963150024414	                    	                    	 0.0338892936706543	                    	                    	 0.0310413837432861	                    	                    	 0.3734190464019775	                    	                    	 0.001084566116333 	                    	                    	 0.0320363044738769	                   	                   	 0.0027008056640625	                       	                       	                   	                     	                     	 32.17419195175171 	                     	                     	 39.88326168060303 	                   	                   	  42.06311249732971 	                     	                     	  21.289027452468872	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1687458238094724	  0.1576419349137923	  0.15678057       	  0.15162711       	  0.153825753985421 	  0.149095053061409 	  0.16245264       	    0.3945694      	    0.38727543     	                      	     
                   	                    	 0.0014686584472656	                    	                    	 0.0240156650543212	                    	                    	 0.0367743968963623	                    	                    	 0.3860397338867187	                    	                    	 0.0010366439819335	                    	                    	 0.0327095985412597	                   	                   	 0.0023543834686279	                       	                       	                   	                     	                     	 33.17298412322998 	                     	                     	 41.46109318733215 	                   	                   	  42.09545612335205 	                     	                     	  20.027209758758545	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1830347092173647	  0.1765762939400772	  0.19416052       	  0.17561074       	  0.1806878836637556	  0.1799120994654259	  0.19052203       	    0.43194568     	    0.40727946     	                      	     
                   	                    	 0.0013880729675292	                    	                    	 0.033992052078247 	                    	                    	 0.0385332107543945	                    	                    	 0.4165070056915283	                    	                    	 0.0010485649108886	                    	                    	 0.0330686569213867	                   	                   	 0.0023179054260253	                       	                       	                   	                     	                     	 32.36592888832092 	                     	                     	 39.62462544441223 	                   	                   	  43.71819996833801 	                     	                     	  21.27810502052307 	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2450699686124112	  0.2341088920765486	  0.24762093       	  0.23911284       	  0.2379081684207475	  0.2302084894922862	  0.25610077       	    0.55749947     	    0.5282891      	                      	     
                   	                    	 0.0013554096221923	                    	                    	 0.0316612720489501	                    	                    	 0.0369758605957031	                    	                    	 0.3917825222015381	                    	                    	 0.0010251998901367	                    	                    	 0.032881736755371 	                   	                   	 0.0025854110717773	                       	                       	                   	                     	                     	 32.37947368621826 	                     	                     	 40.559452056884766	                   	                   	  43.01390743255615 	                     	                     	  23.208803176879883	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2255019820358707	  0.2179961969786348	  0.23252632       	  0.21920076       	  0.2209113899445656	  0.2190690662546185	  0.23462696       	    0.45817494     	    0.45878762     	                      	     
                   	                    	 0.0015838146209716	                    	                    	 0.0335330963134765	                    	                    	 0.0377736091613769	                    	                    	 0.3939633369445801	                    	                    	 0.0010576248168945	                    	                    	 0.0324311256408691	                   	                   	 0.0030000209808349	                       	                       	                   	                     	                     	 32.36901354789734 	                     	                     	 40.77871751785278 	                   	                   	  42.02448892593384 	                     	                     	  20.307844161987305	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.178756925787009 	  0.172170404959134 	  0.1948673        	  0.17032804       	  0.1774213216580087	  0.1756932523433802	  0.19071311       	    0.41953483     	    0.39648968     	                      	     
                   	                    	 0.0013980865478515	                    	                    	 0.0342776775360107	                    	                    	 0.0339770317077636	                    	                    	 0.3807282447814941	                    	                    	 0.0011096000671386	                    	                    	 0.0320477485656738	                   	                   	 0.0024554729461669	                       	                       	                   	                     	                     	 32.143768310546875	                     	                     	 40.28333258628845 	                   	                   	  43.11458444595337 	                     	                     	  20.159876585006717	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1933336805601512	  0.1922357223898888	  0.19665967       	  0.19715162       	  0.2005746293007822	  0.1948381403818447	  0.2031128        	    0.45888484     	    0.43852568     	                      	     
                   	                    	 0.0015158653259277	                    	                    	 0.0330095291137695	                    	                    	 0.0355732440948486	                    	                    	 0.4030323028564453	                    	                    	 0.0010411739349365	                    	                    	 0.0331902503967285	                   	                   	 0.0024859905242919	                       	                       	                   	                     	                     	 31.714754104614254	                     	                     	 40.65189480781555 	                   	                   	  44.0745222568512  	                     	                     	  22.16058111190796 	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2120405691206614	  0.2037479666837642	  0.22386338       	  0.2030018        	  0.2240479201820014	  0.2207061621389186	  0.22639087       	    0.5003563      	    0.51412416     	                      	     
                   	                    	 0.0013792514801025	                    	                    	 0.0213809013366699	                    	                    	 0.0386857986450195	                    	                    	 0.3872377872467041	                    	                    	 0.0010523796081542	                    	                    	 0.0317676067352294	                   	                   	 0.0027534961700439	                       	                       	                   	                     	                     	 31.74323892593384 	                     	                     	 41.09224367141724 	                   	                   	  43.79234170913696 	                     	                     	  29.27721405029297 	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2268002801624649	  0.222148480151289 	  0.22777198       	  0.21253304       	  0.2527637443365159	  0.2237911928640553	  0.23439652       	    0.43703064     	    0.43554822     	                      	     
                   	                    	 0.0013370513916015	                    	                    	 0.0347630977630615	                    	                    	 0.0343570709228515	                    	                    	 0.3934922218322754	                    	                    	 0.0010008811950683	                    	                    	 0.0347838401794433	                   	                   	 0.0029945373535156	                       	                       	                   	                     	                     	 33.83098673820496 	                     	                     	 41.50024747848511 	                   	                   	  44.59656167030335 	                     	                     	  29.98863410949707 	 R   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2443189431833683	  0.2264108508707744	  0.22936541       	  0.22367904       	  0.2437253901268716	  0.2273718122653648	  0.24408191       	    0.49474806     	    0.47020894     	                      	     
                   	                    	 0.0013692378997802	                    	                    	 0.032534122467041 	                    	                    	 0.0380899906158447	                    	                    	 0.3899734020233154	                    	                    	 0.0010216236114501	                    	                    	 0.0344750881195068	                   	                   	 0.0024819374084472	                       	                       	                   	                     	                     	 32.069480895996094	                     	                     	 40.56120204925537 	                   	                   	  45.318204402923584	                     	                     	  31.10524725914001 	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2161197100435034	  0.2083722520099154	  0.21932815       	  0.20608677       	  0.2168175478890556	  0.201041994400185 	  0.22272708       	    0.44788104     	    0.4598255      	                      	     
                   	                    	 0.0013377666473388	                    	                    	 0.0200047492980957	                    	                    	 0.0322513580322265	                    	                    	 0.3633205890655517	                    	                    	 0.0009877681732177	                    	                    	 0.0328121185302734	                   	                   	 0.0023074150085449	                       	                       	                   	                     	                     	 33.18267321586609 	                     	                     	 39.48914384841919 	                   	                   	  45.08236169815064 	                     	                     	  33.441383361816406	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2333054669835344	  0.231059667521651 	  0.24292637       	  0.230135         	  0.2387544325713416	  0.2324994249784614	  0.24960753       	    0.48495206     	    0.47315088     	                      	     
                   	                    	 0.0013403892517089	                    	                    	 0.0325746536254882	                    	                    	 0.0330498218536376	                    	                    	 0.3846223354339599	                    	                    	 0.0010023117065429	                    	                    	 0.0223069190979003	                   	                   	 0.0023756027221679	                       	                       	                   	                     	                     	 33.14192199707031 	                     	                     	 41.58513021469116 	                   	                   	  44.656102418899536	                     	                     	  29.37031435966492 	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1995490173330859	  0.1849022940478327	  0.19199686       	  0.18540281       	  0.2011842739047879	  0.1951806018180191	  0.19803791       	    0.40178955     	    0.3924327      	                      	     
                   	                    	 0.0015029907226562	                    	                    	 0.0335392951965332	                    	                    	 0.0351901054382324	                    	                    	 0.3899886608123779	                    	                    	 0.0010099411010742	                    	                    	 0.0327184200286865	                   	                   	 0.0024740695953369	                       	                       	                   	                     	                     	 30.75930094718933 	                     	                     	 40.897724628448486	                   	                   	  45.35896110534668 	                     	                     	  34.01614022254944 	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1910885361400639	  0.1794440299238682	  0.19389957       	  0.1807212        	  0.1915051626220701	  0.1798883533573207	  0.19233133       	    0.5104027      	    0.48902783     	                      	     
                   	                    	 0.0015239715576171	                    	                    	 0.0340795516967773	                    	                    	 0.0417449474334716	                    	                    	 0.4010145664215088	                    	                    	 0.0010352134704589	                    	                    	 0.0330026149749755	                   	                   	 0.0024042129516601	                       	                       	                   	                     	                     	 33.47140073776245 	                     	                     	 40.9228994846344  	                   	                   	  43.1294424533844  	                     	                     	  25.71097302436829 	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1990824231483216	  0.1938289847537928	  0.21098259       	  0.19637422       	  0.2057564490526998	  0.1973774701410793	  0.19990882       	    0.45342594     	    0.46062052     	                      	     
                   	                    	 0.0013322830200195	                    	                    	 0.034402847290039 	                    	                    	 0.0310499668121337	                    	                    	 0.3656563758850097	                    	                    	 0.0010089874267578	                    	                    	 0.0340287685394287	                   	                   	 0.002373456954956 	                       	                       	                   	                     	                     	 33.50216126441956 	                     	                     	 42.53931546211243 	                   	                   	  44.603307247161865	                     	                     	  30.403685331344604	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2300206492666047	  0.2238341570260306	  0.25615433       	  0.22591631       	  0.2396990322885394	  0.2246898945439686	  0.23908842       	    0.42629132     	    0.3944868      	                      	     
                   	                    	 0.0013396739959716	                    	                    	 0.0322270393371582	                    	                    	 0.0418341159820556	                    	                    	 0.3854303359985351	                    	                    	 0.0009684562683105	                    	                    	 0.0332188606262207	                   	                   	 0.0023798942565917	                       	                       	                   	                     	                     	 32.85597610473633 	                     	                     	 40.0788996219635  	                   	                   	  45.59010910987854 	                     	                     	  29.995280504226685	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.1873901355924326	  0.1755655924272452	  0.18194604       	  0.17595445       	  0.1913997425944216	  0.182847762773145 	  0.17339203       	    0.4669027      	    0.45078543     	                      	     
                   	                    	 0.001502513885498 	                    	                    	 0.0362977981567382	                    	                    	 0.0398952960968017	                    	                    	 0.3875091075897217	                    	                    	 0.0010883808135986	                    	                    	 0.0326449871063232	                   	                   	 0.0022990703582763	                       	                       	                   	                     	                     	 33.42249369621277 	                     	                     	 40.86148762702942 	                   	                   	  44.089874505996704	                     	                     	  28.79917979240417 	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.218050459909448 	  0.2163735167257156	  0.23881511       	  0.21981795       	  0.2275677696963926	  0.217015476640098 	  0.230485         	    0.50843614     	    0.46980476     	                      	     
                   	                    	 0.0013520717620849	                    	                    	 0.0340743064880371	                    	                    	 0.0316038131713867	                    	                    	 0.3801534175872803	                    	                    	 0.0010347366333007	                    	                    	 0.0324876308441162	                   	                   	 0.0025651454925537	                       	                       	                   	                     	                     	 33.89161276817322 	                     	                     	 41.5954806804657  	                   	                   	  45.84975409507752 	                     	                     	  29.516155004501343	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2015199772624409	  0.185136303252852 	  0.19485773       	  0.18038344       	  0.1925212027595135	  0.187776773396509 	  0.20031698       	    0.4446527      	    0.42371473     	                      	     
                   	                    	 0.001396894454956 	                    	                    	 0.0342748165130615	                    	                    	 0.0410161018371582	                    	                    	 0.3764307498931885	                    	                    	 0.0010027885437011	                    	                    	 0.0331237316131591	                   	                   	 0.0024535655975341	                       	                       	                   	                     	                     	 33.13691067695618 	                     	                     	 42.33231544494629 	                   	                   	  45.56149053573608 	                     	                     	  28.62011694908142 	 R   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	  0.2268722422780915	  0.2156414247673992	  0.2297597        	  0.2150609        	  0.2151617927574947	  0.2104189691155977	  0.22322187       	    0.46842328     	    0.46594998     	                      	     
 0.395             	  0.395             	 0.0054051876068115	  0.385             	  0.385             	 0.0278835296630859	  0.35              	  0.35              	 0.1548426151275634	  0.33              	  0.33              	 0.4896321296691894	  0.37              	  0.37              	 0.0021319389343261	  0.36              	  0.36              	 0.0294044017791748	 0.38              	 0.38              	 0.8134908676147461	     0.16              	     0.16              	 0.0240833759307861	   0.2               	   0.2               	 39.441083908081055	   0.165             	   0.165             	 44.625027656555176	 0.165             	 0.165             	  69.65037441253662 	   0.18              	   0.18              	  35.76715588569641 	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.335             	  0.335             	 0.0028009414672851	  0.375             	  0.375             	 0.0264844894409179	  0.37              	  0.37              	 0.040651798248291 	  0.42              	  0.42              	 0.4312443733215332	  0.365             	  0.365             	 0.002115249633789 	  0.37              	  0.37              	 0.0273952484130859	 0.37              	 0.37              	 0.0043947696685791	     0.185             	     0.185             	 0.0122590065002441	   0.355             	   0.355             	 32.687471866607666	   0.215             	   0.215             	 41.31801462173462 	 0.22              	 0.22              	  67.35112500190735 	   0.345             	   0.345             	  35.50418019294739 	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.37              	  0.37              	 0.0027306079864501	  0.36              	  0.36              	 0.0275676250457763	  0.365             	  0.365             	 0.0418639183044433	  0.4               	  0.4               	 0.4656605720520019	  0.38              	  0.38              	 0.0020365715026855	  0.415             	  0.415             	 0.0275568962097167	 0.42              	 0.42              	 0.003598928451538 	     0.155             	     0.155             	 0.0120265483856201	   0.37              	   0.37              	 32.592002391815186	   0.205             	   0.205             	 41.480836391448975	 0.32              	 0.32              	  66.93535852432251 	   0.375             	   0.375             	  35.7439181804657  	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.38              	  0.38              	 0.0028774738311767	  0.42              	  0.42              	 0.0268123149871826	  0.37              	  0.37              	 0.0345833301544189	  0.405             	  0.405             	 0.4465253353118896	  0.38              	  0.38              	 0.0020816326141357	  0.42              	  0.42              	 0.0268995761871337	 0.44              	 0.44              	 0.0033950805664062	     0.13              	     0.13              	 0.0120406150817871	   0.265             	   0.265             	 32.9875226020813  	   0.19              	   0.19              	 41.210800886154175	 0.2               	 0.2               	  67.57875943183899 	   0.29              	   0.29              	  36.270776987075806	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.355             	  0.355             	 0.0027544498443603	  0.36              	  0.36              	 0.0280957221984863	  0.34              	  0.34              	 0.0413687229156494	  0.335             	  0.335             	 0.453653335571289 	  0.38              	  0.38              	 0.0020444393157958	  0.385             	  0.385             	 0.0275003910064697	 0.37              	 0.37              	 0.0034270286560058	     0.125             	     0.125             	 0.0119972229003906	   0.245             	   0.245             	 32.638033390045166	   0.245             	   0.245             	 41.15361309051514 	 0.265             	 0.265             	  67.2266697883606  	   0.255             	   0.255             	  36.17247605323792 	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.335             	  0.335             	 0.0029091835021972	  0.365             	  0.365             	 0.0267300605773925	  0.36              	  0.36              	 0.0402123928070068	  0.435             	  0.435             	 0.4555485248565674	  0.345             	  0.345             	 0.0020809173583984	  0.385             	  0.385             	 0.0288999080657959	 0.435             	 0.435             	 0.0034301280975341	     0.15              	     0.15              	 0.0123274326324462	   0.295             	   0.295             	 32.58603596687317 	   0.255             	   0.255             	 41.44004583358765 	 0.24              	 0.24              	  67.53473091125488 	   0.3               	   0.3               	  35.878992557525635	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.285             	  0.285             	 0.0028073787689208	  0.37              	  0.37              	 0.0266358852386474	  0.285             	  0.285             	 0.0415034294128418	  0.34              	  0.34              	 0.4469835758209228	  0.315             	  0.315             	 0.002073049545288 	  0.33              	  0.33              	 0.0280342102050781	 0.38              	 0.38              	 0.0034182071685791	     0.14              	     0.14              	 0.0119359493255615	   0.335             	   0.335             	 32.90358257293701 	   0.205             	   0.205             	 41.459147930145264	 0.19              	 0.19              	  67.49975228309631 	   0.26              	   0.26              	  36.09589838981629 	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.385             	  0.385             	 0.0028111934661865	  0.325             	  0.325             	 0.0288107395172119	  0.36              	  0.36              	 0.0423319339752197	  0.395             	  0.395             	 0.4621095657348633	  0.355             	  0.355             	 0.0022308826446533	  0.36              	  0.36              	 0.0273916721343994	 0.405             	 0.405             	 0.003803014755249 	     0.205             	     0.205             	 0.0126323699951171	   0.34              	   0.34              	 33.1631805896759  	   0.23              	   0.23              	 41.35257363319397 	 0.235             	 0.235             	  67.4517936706543  	   0.29              	   0.29              	  35.879199743270874	 C   	 ($\H{2})^2$          	 Gaussian 	 Synthetic (multi-$K$) 	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
