sklearn_dt_f1-micro	sklearn_dt_accuracy	sklearn_dt_time	sklearn_rf_f1-micro	sklearn_rf_accuracy	sklearn_rf_time	product_dt_f1-micro	product_dt_accuracy	product_dt_time	product_rf_f1-micro	product_rf_accuracy	product_rf_time	tangent_dt_f1-micro	tangent_dt_accuracy	tangent_dt_time	tangent_rf_f1-micro	tangent_rf_accuracy	tangent_rf_time	knn_f1-micro	knn_accuracy	knn_time	ps_perceptron_f1-micro	ps_perceptron_accuracy	ps_perceptron_time	ambient_mlp_f1-micro	ambient_mlp_accuracy	ambient_mlp_time	ambient_gnn_f1-micro	ambient_gnn_accuracy	ambient_gnn_time	kappa_gcn_f1-micro	kappa_gcn_accuracy	kappa_gcn_time	product_mlr_f1-micro	product_mlr_accuracy	product_mlr_time	signature	seed
0.36	0.36	0.0020198822021484375	0.395	0.395	0.02627849578857422	0.27	0.27	0.04077005386352539	0.39	0.39	0.41767430305480957	0.36	0.36	0.0020232200622558594	0.395	0.395	0.027195215225219727	0.375	0.375	0.002420186996459961	0.205	0.205	0.01722550392150879	0.275	0.275	35.07606339454651	0.17	0.17	44.26304388046265	0.165	0.165	31.14706063270569	0.285	0.285	17.900071382522583	E	61
0.29	0.29	0.002083301544189453	0.33	0.33	0.02674269676208496	0.32	0.32	0.03878450393676758	0.325	0.325	0.4365806579589844	0.295	0.295	0.002048015594482422	0.33	0.33	0.026853322982788086	0.325	0.325	0.0024788379669189453	0.195	0.195	0.011668205261230469	0.285	0.285	34.97044491767883	0.24	0.24	44.41741418838501	0.225	0.225	31.17159152030945	0.28	0.28	18.152162551879883	E	62
0.31	0.31	0.00206756591796875	0.345	0.345	0.026415586471557617	0.335	0.335	0.038038015365600586	0.3	0.3	0.4240102767944336	0.315	0.315	0.002053976058959961	0.345	0.345	0.026324748992919922	0.315	0.315	0.002699613571166992	0.145	0.145	0.011891603469848633	0.265	0.265	35.03278088569641	0.22	0.22	44.19767999649048	0.22	0.22	31.179859161376953	0.275	0.275	17.785128593444824	E	63
0.315	0.315	0.0020589828491210938	0.3	0.3	0.02737736701965332	0.27	0.27	0.03839516639709473	0.32	0.32	0.4156210422515869	0.315	0.315	0.0020453929901123047	0.3	0.3	0.02758932113647461	0.37	0.37	0.002493143081665039	0.175	0.175	0.01161503791809082	0.27	0.27	35.28561019897461	0.25	0.25	44.35077238082886	0.225	0.225	31.194138526916504	0.285	0.285	17.702698230743408	E	64
0.375	0.375	0.002049684524536133	0.45	0.45	0.027158260345458984	0.405	0.405	0.03936004638671875	0.405	0.405	0.4384441375732422	0.375	0.375	0.0020360946655273438	0.45	0.45	0.02666187286376953	0.345	0.345	0.0024428367614746094	0.38	0.38	0.011661052703857422	0.39	0.39	34.90182709693909	0.4	0.4	44.29789710044861	0.405	0.405	31.33260703086853	0.385	0.385	17.55873203277588	E	65
0.35	0.35	0.0021157264709472656	0.36	0.36	0.028104305267333984	0.355	0.355	0.0404055118560791	0.39	0.39	0.4276607036590576	0.34	0.34	0.0020847320556640625	0.36	0.36	0.026946306228637695	0.405	0.405	0.0024499893188476562	0.245	0.245	0.011834859848022461	0.37	0.37	34.90395665168762	0.33	0.33	44.6637749671936	0.335	0.335	31.03177547454834	0.37	0.37	17.77027654647827	E	66
0.35	0.35	0.0021736621856689453	0.395	0.395	0.026384830474853516	0.37	0.37	0.03534674644470215	0.395	0.395	0.41245245933532715	0.35	0.35	0.002061128616333008	0.395	0.395	0.027592182159423828	0.365	0.365	0.0024709701538085938	0.235	0.235	0.01588916778564453	0.275	0.275	34.899380922317505	0.26	0.26	44.09522008895874	0.255	0.255	31.048328161239624	0.27	0.27	17.658119916915894	E	67
0.405	0.405	0.0020897388458251953	0.44	0.44	0.0269773006439209	0.39	0.39	0.03802943229675293	0.425	0.425	0.43334078788757324	0.405	0.405	0.0020551681518554688	0.44	0.44	0.02673625946044922	0.415	0.415	0.0024619102478027344	0.395	0.395	0.011615514755249023	0.355	0.355	35.07882070541382	0.215	0.215	44.705026388168335	0.21	0.21	31.440610647201538	0.35	0.35	17.897648572921753	E	68
0.4	0.4	0.00203704833984375	0.415	0.415	0.027231693267822266	0.35	0.35	0.04053616523742676	0.41	0.41	0.4536302089691162	0.4	0.4	0.0020172595977783203	0.415	0.415	0.028140783309936523	0.43	0.43	0.0024967193603515625	0.185	0.185	0.011900186538696289	0.26	0.26	35.14549398422241	0.33	0.33	44.38932180404663	0.32	0.32	31.313764810562134	0.255	0.255	18.071697235107422	E	69
0.29	0.29	0.002425670623779297	0.28	0.28	0.027014493942260742	0.25	0.25	0.036455631256103516	0.3	0.3	0.40096139907836914	0.18	0.18	0.0021104812622070312	0.305	0.305	0.027466297149658203	0.27	0.27	0.002537250518798828	0.125	0.125	0.011683225631713867	0.215	0.215	34.84929895401001	0.26	0.26	44.22395157814026	0.155	0.155	43.08650279045105	0.195	0.195	22.443876028060913	S	70
0.215	0.215	0.002507448196411133	0.26	0.26	0.026545047760009766	0.255	0.255	0.0389399528503418	0.29	0.29	0.4299309253692627	0.23	0.23	0.002071380615234375	0.25	0.25	0.026610851287841797	0.315	0.315	0.0024976730346679688	0.13	0.13	0.012077093124389648	0.14	0.14	34.80507564544678	0.24	0.24	44.151129722595215	0.185	0.185	43.084704875946045	0.06	0.06	22.418025493621826	S	71
0.205	0.205	0.002486705780029297	0.23	0.23	0.026416301727294922	0.27	0.27	0.038460731506347656	0.28	0.28	0.42928218841552734	0.195	0.195	0.0021245479583740234	0.23	0.23	0.02671337127685547	0.295	0.295	0.0024442672729492188	0.13	0.13	0.011675119400024414	0.175	0.175	34.7703640460968	0.185	0.185	44.29345703125	0.17	0.17	42.91766571998596	0.17	0.17	22.6063072681427	S	72
0.35	0.35	0.0024590492248535156	0.31	0.31	0.02658867835998535	0.29	0.29	0.03866863250732422	0.355	0.355	0.40982818603515625	0.285	0.285	0.0021314620971679688	0.295	0.295	0.028070688247680664	0.28	0.28	0.0025911331176757812	0.155	0.155	0.011660099029541016	0.26	0.26	34.833027601242065	0.28	0.28	44.21854496002197	0.175	0.175	43.12403059005737	0.13	0.13	22.517930030822754	S	73
0.16	0.16	0.0024247169494628906	0.22	0.22	0.027189970016479492	0.28	0.28	0.04015088081359863	0.25	0.25	0.4268202781677246	0.195	0.195	0.0020651817321777344	0.26	0.26	0.026707172393798828	0.315	0.315	0.002537250518798828	0.165	0.165	0.012500762939453125	0.17	0.17	35.07979869842529	0.2	0.2	44.24889349937439	0.19	0.19	43.38572406768799	0.14	0.14	22.372743129730225	S	74
0.225	0.225	0.0024433135986328125	0.265	0.265	0.027135133743286133	0.29	0.29	0.03854966163635254	0.285	0.285	0.433391809463501	0.205	0.205	0.002094268798828125	0.225	0.225	0.027134418487548828	0.345	0.345	0.0026574134826660156	0.19	0.19	0.012680530548095703	0.165	0.165	34.77427840232849	0.195	0.195	44.07248497009277	0.15	0.15	43.242056369781494	0.14	0.14	22.504159212112427	S	75
0.175	0.175	0.0025529861450195312	0.225	0.225	0.028797626495361328	0.215	0.215	0.03723740577697754	0.24	0.24	0.44213414192199707	0.205	0.205	0.0020902156829833984	0.24	0.24	0.026291847229003906	0.265	0.265	0.002529144287109375	0.15	0.15	0.011781692504882812	0.23	0.23	35.486247539520264	0.24	0.24	44.266631841659546	0.195	0.195	43.33929920196533	0.2	0.2	22.683796405792236	S	76
0.215	0.215	0.0026552677154541016	0.25	0.25	0.026472806930541992	0.215	0.215	0.03835773468017578	0.245	0.245	0.41472840309143066	0.195	0.195	0.0020728111267089844	0.215	0.215	0.02675008773803711	0.335	0.335	0.0024323463439941406	0.18	0.18	0.011709451675415039	0.23	0.23	35.17295980453491	0.115	0.115	44.5022931098938	0.155	0.155	43.300886392593384	0.23	0.23	22.712735891342163	S	77
0.275	0.275	0.0024421215057373047	0.22	0.22	0.027291536331176758	0.265	0.265	0.03861498832702637	0.31	0.31	0.4313323497772217	0.225	0.225	0.0021452903747558594	0.285	0.285	0.026918411254882812	0.305	0.305	0.0022869110107421875	0.185	0.185	0.012094497680664062	0.2	0.2	34.96343922615051	0.22	0.22	44.19487285614014	0.195	0.195	43.38379669189453	0.185	0.185	22.474506855010986	S	78
0.19	0.19	0.0025451183319091797	0.23	0.23	0.02640247344970703	0.22	0.22	0.041414499282836914	0.275	0.275	0.5043435096740723	0.21	0.21	0.002145528793334961	0.27	0.27	0.050135135650634766	0.29	0.29	0.002948760986328125	0.125	0.125	0.011734485626220703	0.21	0.21	37.515321016311646	0.175	0.175	44.17133688926697	0.17	0.17	44.59425663948059	0.2	0.2	22.645588874816895	S	79
