sklearn_dt_f1-micro	sklearn_dt_accuracy	sklearn_dt_time	sklearn_rf_f1-micro	sklearn_rf_accuracy	sklearn_rf_time	product_dt_f1-micro	product_dt_accuracy	product_dt_time	product_rf_f1-micro	product_rf_accuracy	product_rf_time	tangent_dt_f1-micro	tangent_dt_accuracy	tangent_dt_time	tangent_rf_f1-micro	tangent_rf_accuracy	tangent_rf_time	knn_f1-micro	knn_accuracy	knn_time	ps_perceptron_f1-micro	ps_perceptron_accuracy	ps_perceptron_time	svm_f1-micro	svm_accuracy	svm_time	ps_svm_f1-micro	ps_svm_accuracy	ps_svm_time	ambient_mlp_f1-micro	ambient_mlp_accuracy	ambient_mlp_time	tangent_mlp_f1-micro	tangent_mlp_accuracy	tangent_mlp_time	ambient_gnn_f1-micro	ambient_gnn_accuracy	ambient_gnn_time	kappa_gcn_f1-micro	kappa_gcn_accuracy	kappa_gcn_time	product_mlr_f1-micro	product_mlr_accuracy	product_mlr_time	curvature	seed
0.255	0.255	0.001195669174194336	0.29	0.29	0.03466939926147461	0.315	0.315	0.01580357551574707	0.33	0.33	0.1007530689239502	0.335	0.335	0.0009217262268066406	0.305	0.305	0.03305554389953613	0.325	0.325	0.002424478530883789	0.15	0.15	0.010421037673950195	0.235	0.235	0.006471157073974609	0.2	0.2	1.5108320713043213	0.265	0.265	4.182597875595093	0.29	0.29	4.13791823387146	0.235	0.235	5.8098084926605225	0.235	0.235	7.897185325622559	0.285	0.285	2.7592618465423584	-0.25	48
0.245	0.245	0.001199960708618164	0.295	0.295	0.03322935104370117	0.255	0.255	0.012868404388427734	0.265	0.265	0.09418320655822754	0.225	0.225	0.0009090900421142578	0.26	0.26	0.035160064697265625	0.27	0.27	0.0024247169494628906	0.115	0.115	0.010442972183227539	0.24	0.24	0.006206989288330078	0.22	0.22	1.450070858001709	0.22	0.22	4.201304912567139	0.245	0.245	4.186225175857544	0.06	0.06	5.809156656265259	0.24	0.24	7.886806964874268	0.22	0.22	2.7613883018493652	-0.25	49
0.255	0.255	0.0009539127349853516	0.3	0.3	0.03278946876525879	0.285	0.285	0.008760452270507812	0.3	0.3	0.09608173370361328	0.255	0.255	0.0009033679962158203	0.3	0.3	0.034590959548950195	0.23	0.23	0.0021810531616210938	0.185	0.185	0.010230541229248047	0.215	0.215	0.00813603401184082	0.14	0.14	1.4812769889831543	0.215	0.215	4.397968530654907	0.215	0.215	4.51851224899292	0.215	0.215	6.427413702011108	0.035	0.035	6.4981067180633545	0.265	0.265	1.5440709590911865	0.0	50
0.245	0.245	0.0010733604431152344	0.285	0.285	0.03493547439575195	0.23	0.23	0.00959157943725586	0.29	0.29	0.09976410865783691	0.245	0.245	0.0009319782257080078	0.285	0.285	0.03315877914428711	0.245	0.245	0.0022630691528320312	0.16	0.16	0.014294862747192383	0.17	0.17	0.00845646858215332	0.14	0.14	1.494508981704712	0.26	0.26	8.195829391479492	0.25	0.25	8.391385793685913	0.15	0.15	11.893270254135132	0.185	0.185	11.5000741481781	0.175	0.175	1.9525279998779297	0.0	51
0.26	0.26	0.0009984970092773438	0.265	0.265	0.03255152702331543	0.245	0.245	0.008833885192871094	0.23	0.23	0.09526443481445312	0.26	0.26	0.0009281635284423828	0.265	0.265	0.033480167388916016	0.24	0.24	0.0024302005767822266	0.195	0.195	0.010318756103515625	0.125	0.125	0.008537054061889648	0.115	0.115	1.4996726512908936	0.2	0.2	8.191882371902466	0.18	0.18	8.22546935081482	0.225	0.225	11.25783085823059	0.225	0.225	11.240718603134155	0.205	0.205	2.0782599449157715	0.0	52
0.305	0.305	0.0009870529174804688	0.315	0.315	0.03377032279968262	0.305	0.305	0.0125885009765625	0.32	0.32	0.09617257118225098	0.305	0.305	0.0009508132934570312	0.315	0.315	0.034332990646362305	0.23	0.23	0.002264738082885742	0.21	0.21	0.010428428649902344	0.05	0.05	0.0076580047607421875	0.06	0.06	1.4966480731964111	0.295	0.295	4.667919397354126	0.275	0.275	4.440842866897583	0.115	0.115	6.33036732673645	0.255	0.255	6.543368816375732	0.23	0.23	1.4663105010986328	0.0	53
0.235	0.235	0.0010371208190917969	0.335	0.335	0.033600807189941406	0.27	0.27	0.009443044662475586	0.335	0.335	0.09865880012512207	0.235	0.235	0.0009646415710449219	0.335	0.335	0.0336909294128418	0.29	0.29	0.0025420188903808594	0.17	0.17	0.010596036911010742	0.185	0.185	0.00831151008605957	0.095	0.095	1.6139311790466309	0.265	0.265	4.549564361572266	0.235	0.235	4.50616979598999	0.145	0.145	6.70755934715271	0.12	0.12	6.461854457855225	0.255	0.255	1.5702755451202393	0.0	54
0.34	0.34	0.0010478496551513672	0.315	0.315	0.03484320640563965	0.29	0.29	0.00941920280456543	0.35	0.35	0.09639668464660645	0.34	0.34	0.0009868144989013672	0.315	0.315	0.031758785247802734	0.295	0.295	0.0023488998413085938	0.205	0.205	0.01098775863647461	0.135	0.135	0.008403539657592773	0.08	0.08	1.5553739070892334	0.315	0.315	4.644174814224243	0.33	0.33	8.293195724487305	0.16	0.16	8.12802791595459	0.16	0.16	6.577244281768799	0.265	0.265	1.525629997253418	0.0	55
0.255	0.255	0.001138448715209961	0.315	0.315	0.03421139717102051	0.275	0.275	0.009056806564331055	0.355	0.355	0.09790945053100586	0.255	0.255	0.0010883808135986328	0.315	0.315	0.03520917892456055	0.335	0.335	0.002841472625732422	0.185	0.185	0.010848760604858398	0.1	0.1	0.008089065551757812	0.075	0.075	1.5146548748016357	0.335	0.335	4.585885763168335	0.055	0.055	4.664320945739746	0.095	0.095	6.488600730895996	0.095	0.095	6.441155672073364	0.245	0.245	1.8384687900543213	0.0	56
0.3	0.3	0.0009801387786865234	0.325	0.325	0.0327911376953125	0.32	0.32	0.010366439819335938	0.34	0.34	0.09558439254760742	0.3	0.3	0.0009438991546630859	0.325	0.325	0.03576803207397461	0.265	0.265	0.002187013626098633	0.145	0.145	0.010356426239013672	0.245	0.245	0.00921177864074707	0.14	0.14	1.485706090927124	0.245	0.245	4.607653379440308	0.195	0.195	4.626995325088501	0.025	0.025	6.469917297363281	0.245	0.245	6.496596813201904	0.25	0.25	1.5015983581542969	0.0	57
0.355	0.355	0.0010340213775634766	0.335	0.335	0.03364253044128418	0.37	0.37	0.009085416793823242	0.34	0.34	0.10148072242736816	0.355	0.355	0.0009326934814453125	0.335	0.335	0.03282022476196289	0.29	0.29	0.002457141876220703	0.185	0.185	0.010835409164428711	0.14	0.14	0.007463216781616211	0.125	0.125	1.5337424278259277	0.29	0.29	4.601930379867554	0.29	0.29	4.605090141296387	0.29	0.29	6.561311721801758	0.125	0.125	6.343900442123413	0.31	0.31	1.604841709136963	0.0	58
0.355	0.355	0.0009951591491699219	0.395	0.395	0.03561687469482422	0.37	0.37	0.012347698211669922	0.4	0.4	0.09584665298461914	0.355	0.355	0.0009455680847167969	0.395	0.395	0.03402447700500488	0.325	0.325	0.0022678375244140625	0.25	0.25	0.016285419464111328	0.255	0.255	0.00796198844909668	0.145	0.145	1.5460503101348877	0.35	0.35	4.652662038803101	0.32	0.32	4.527050256729126	0.12	0.12	6.402662992477417	0.255	0.255	6.379090309143066	0.385	0.385	1.5342025756835938	0.0	59
0.28	0.28	0.0012123584747314453	0.315	0.315	0.032621145248413086	0.255	0.255	0.008642435073852539	0.29	0.29	0.09646296501159668	0.215	0.215	0.0009751319885253906	0.315	0.315	0.032732248306274414	0.205	0.205	0.002335071563720703	0.135	0.135	0.010508060455322266	0.3	0.3	0.006576061248779297				0.325	0.325	4.588315010070801	0.285	0.285	7.994198799133301	0.065	0.065	8.325012922286987	0.065	0.065	9.80295205116272	0.295	0.295	2.769881248474121	0.25	60
0.335	0.335	0.001233816146850586	0.365	0.365	0.03332185745239258	0.295	0.295	0.009423255920410156	0.345	0.345	0.09449052810668945	0.34	0.34	0.0009610652923583984	0.375	0.375	0.03464651107788086	0.3	0.3	0.002414226531982422	0.31	0.31	0.011055707931518555	0.315	0.315	0.006284952163696289				0.365	0.365	4.497077226638794	0.35	0.35	5.622542142868042	0.05	0.05	10.827105522155762	0.1	0.1	14.730793714523315	0.355	0.355	2.7600200176239014	0.25	61
0.265	0.265	0.0012197494506835938	0.27	0.27	0.034378767013549805	0.305	0.305	0.014655351638793945	0.315	0.315	0.09388208389282227	0.22	0.22	0.0009510517120361328	0.27	0.27	0.032567739486694336	0.24	0.24	0.002603292465209961	0.27	0.27	0.010657072067260742	0.235	0.235	0.006653308868408203				0.295	0.295	4.529353857040405	0.235	0.235	4.592252492904663	0.235	0.235	6.2394726276397705	0.045	0.045	9.884509086608887	0.26	0.26	2.774296998977661	0.25	62
0.235	0.235	0.0012400150299072266	0.265	0.265	0.03345012664794922	0.2	0.2	0.009034156799316406	0.26	0.26	0.0935676097869873	0.215	0.215	0.0009405612945556641	0.275	0.275	0.03148627281188965	0.22	0.22	0.0023488998413085938	0.18	0.18	0.010391473770141602	0.21	0.21	0.0067327022552490234				0.21	0.21	4.533353090286255	0.235	0.235	4.471583366394043	0.06	0.06	6.129153490066528	0.11	0.11	9.900791883468628	0.185	0.185	2.8936944007873535	0.25	63
0.325	0.325	0.0012173652648925781	0.325	0.325	0.03466296195983887	0.315	0.315	0.01460409164428711	0.325	0.325	0.09569191932678223	0.26	0.26	0.0009670257568359375	0.315	0.315	0.033318519592285156	0.28	0.28	0.002314329147338867	0.27	0.27	0.010921239852905273	0.275	0.275	0.006490230560302734				0.345	0.345	4.686608552932739	0.295	0.295	4.582801342010498	0.155	0.155	6.203101634979248	0.105	0.105	9.87671184539795	0.305	0.305	2.078809976577759	0.25	64
0.28	0.28	0.0012617111206054688	0.3	0.3	0.03304409980773926	0.28	0.28	0.009138822555541992	0.305	0.305	0.09540176391601562	0.275	0.275	0.0009481906890869141	0.325	0.325	0.03395366668701172	0.26	0.26	0.002395153045654297	0.175	0.175	0.010545969009399414	0.205	0.205	0.006821632385253906				0.36	0.36	4.371741771697998	0.33	0.33	4.267009496688843	0.165	0.165	6.280903339385986	0.17	0.17	9.89296841621399	0.22	0.22	1.6039834022521973	0.25	65
0.27	0.27	0.0012500286102294922	0.325	0.325	0.03485894203186035	0.27	0.27	0.008738040924072266	0.295	0.295	0.09570002555847168	0.295	0.295	0.0009589195251464844	0.295	0.295	0.0341184139251709	0.26	0.26	0.0022704601287841797	0.155	0.155	0.010390043258666992	0.23	0.23	0.00644683837890625				0.28	0.28	4.640487909317017	0.21	0.21	4.335072994232178	0.12	0.12	6.306021451950073	0.115	0.115	9.902048587799072	0.185	0.185	2.770634889602661	0.25	66
0.33	0.33	0.0012066364288330078	0.35	0.35	0.033948659896850586	0.35	0.35	0.00900721549987793	0.345	0.345	0.09448003768920898	0.34	0.34	0.0009741783142089844	0.36	0.36	0.035776376724243164	0.28	0.28	0.002872943878173828	0.325	0.325	0.011066436767578125	0.295	0.295	0.006402254104614258				0.355	0.355	4.394393444061279	0.335	0.335	4.390332221984863	0.085	0.085	6.2855424880981445	0.085	0.085	10.790117740631104	0.36	0.36	2.0197298526763916	0.25	67
0.23	0.23	0.0014111995697021484	0.22	0.22	0.04765057563781738	0.18	0.18	0.009626626968383789	0.2	0.2	0.10227251052856445	0.24	0.24	0.00107574462890625	0.205	0.205	0.0483701229095459	0.21	0.21	0.002549886703491211	0.17	0.17	0.011744976043701172	0.19	0.19	0.007877111434936523				0.21	0.21	5.039120435714722	0.18	0.18	5.287307977676392	0.18	0.18	6.7545166015625	0.155	0.155	10.723756551742554	0.2	0.2	1.8574118614196777	0.25	68
0.175	0.175	0.0013103485107421875	0.25	0.25	0.036072731018066406	0.26	0.26	0.012546300888061523	0.23	0.23	0.09909319877624512	0.255	0.255	0.0009799003601074219	0.27	0.27	0.04938101768493652	0.22	0.22	0.002793550491333008	0.17	0.17	0.011574745178222656	0.19	0.19	0.008576631546020508				0.265	0.265	5.1989686489105225	0.255	0.255	5.090453624725342	0.105	0.105	6.705187797546387	0.19	0.19	12.289443492889404	0.235	0.235	2.8097031116485596	0.25	69
0.225	0.225	0.0020346641540527344	0.29	0.29	0.06756925582885742	0.22	0.22	0.016304492950439453	0.255	0.255	0.1180412769317627	0.175	0.175	0.0013473033905029297	0.24	0.24	0.06032729148864746	0.255	0.255	0.003984928131103516	0.155	0.155	0.012267112731933594	0.14	0.14	0.009890079498291016				0.18	0.18	5.120747804641724	0.2	0.2	5.274422645568848	0.155	0.155	8.934306621551514	0.155	0.155	11.689462423324585	0.175	0.175	2.7414023876190186	0.5	70
0.25	0.25	0.0012199878692626953	0.265	0.265	0.03284811973571777	0.24	0.24	0.01206350326538086	0.305	0.305	0.093292236328125	0.22	0.22	0.0009453296661376953	0.225	0.225	0.036136627197265625	0.275	0.275	0.002958059310913086	0.18	0.18	0.010437250137329102	0.205	0.205	0.006127119064331055				0.25	0.25	6.100426435470581	0.205	0.205	6.293351173400879	0.09	0.09	6.738436698913574	0.205	0.205	13.500069379806519	0.225	0.225	2.2780091762542725	0.5	71
0.265	0.265	0.001245260238647461	0.25	0.25	0.03340554237365723	0.265	0.265	0.012088298797607422	0.245	0.245	0.09400320053100586	0.255	0.255	0.000957489013671875	0.27	0.27	0.03224945068359375	0.255	0.255	0.002736330032348633	0.165	0.165	0.01080322265625	0.26	0.26	0.0068378448486328125				0.26	0.26	4.418430805206299	0.27	0.27	4.297549724578857	0.115	0.115	6.119713306427002	0.115	0.115	9.853721141815186	0.195	0.195	2.8231587409973145	0.5	72
0.305	0.305	0.0012462139129638672	0.335	0.335	0.035073280334472656	0.3	0.3	0.008965253829956055	0.295	0.295	0.09506726264953613	0.265	0.265	0.0009183883666992188	0.295	0.295	0.032627105712890625	0.32	0.32	0.002388477325439453	0.215	0.215	0.010505437850952148	0.16	0.16	0.006470680236816406				0.29	0.29	7.776246786117554	0.285	0.285	7.938504219055176	0.215	0.215	10.590681552886963	0.095	0.095	12.213454484939575	0.295	0.295	2.8729403018951416	0.5	73
0.29	0.29	0.0013267993927001953	0.305	0.305	0.034684181213378906	0.285	0.285	0.012166738510131836	0.305	0.305	0.09464454650878906	0.305	0.305	0.0009551048278808594	0.31	0.31	0.033323049545288086	0.25	0.25	0.0023703575134277344	0.28	0.28	0.010953187942504883	0.265	0.265	0.006057262420654297				0.295	0.295	5.9575417041778564	0.3	0.3	6.7195961475372314	0.265	0.265	10.524647235870361	0.185	0.185	9.940884828567505	0.275	0.275	2.7819864749908447	0.5	74
0.35	0.35	0.0012428760528564453	0.335	0.335	0.03113245964050293	0.31	0.31	0.009071826934814453	0.325	0.325	0.0946512222290039	0.295	0.295	0.000957489013671875	0.355	0.355	0.031051158905029297	0.27	0.27	0.0023109912872314453	0.165	0.165	0.010805845260620117	0.31	0.31	0.006449699401855469				0.34	0.34	5.75529408454895	0.31	0.31	4.4079484939575195	0.08	0.08	6.228440761566162	0.31	0.31	9.95841932296753	0.29	0.29	2.8215184211730957	0.5	75
0.235	0.235	0.0012247562408447266	0.205	0.205	0.034943580627441406	0.195	0.195	0.016824960708618164	0.27	0.27	0.09629416465759277	0.155	0.155	0.0009732246398925781	0.245	0.245	0.03371238708496094	0.285	0.285	0.0026023387908935547	0.19	0.19	0.010502338409423828	0.175	0.175	0.006968021392822266				0.23	0.23	8.453323602676392	0.205	0.205	8.094201564788818	0.16	0.16	10.091270208358765	0.16	0.16	15.468420267105103	0.16	0.16	2.63694429397583	0.5	76
0.35	0.35	0.0012249946594238281	0.34	0.34	0.03464150428771973	0.29	0.29	0.022558212280273438	0.34	0.34	0.25885868072509766	0.33	0.33	0.0009641647338867188	0.325	0.325	0.03309512138366699	0.295	0.295	0.0028536319732666016	0.145	0.145	0.037436723709106445	0.175	0.175	0.006728410720825195				0.325	0.325	6.143702983856201	0.345	0.345	8.81224250793457	0.175	0.175	11.61523175239563	0.125	0.125	14.778939247131348	0.32	0.32	2.522861957550049	0.5	77
0.215	0.215	0.0012650489807128906	0.22	0.22	0.03287792205810547	0.245	0.245	0.02146124839782715	0.22	0.22	0.25154805183410645	0.18	0.18	0.0009462833404541016	0.2	0.2	0.03383040428161621	0.25	0.25	0.0029909610748291016	0.225	0.225	0.03729248046875	0.16	0.16	0.007105112075805664				0.185	0.185	8.136563777923584	0.185	0.185	8.00524640083313	0.125	0.125	13.48078966140747	0.15	0.15	16.528661012649536	0.2	0.2	2.618396520614624	0.5	78
0.27	0.27	0.0013012886047363281	0.275	0.275	0.034440040588378906	0.215	0.215	0.021651506423950195	0.295	0.295	0.2519495487213135	0.26	0.26	0.0009489059448242188	0.25	0.25	0.03373122215270996	0.29	0.29	0.002875089645385742	0.225	0.225	0.03761696815490723	0.22	0.22	0.00799250602722168				0.25	0.25	5.234664440155029	0.235	0.235	7.2239978313446045	0.14	0.14	11.001680612564087	0.255	0.255	15.98748254776001	0.22	0.22	2.582794189453125	0.5	79
0.215	0.215	0.0012357234954833984	0.3	0.3	0.03516960144042969	0.235	0.235	0.02186894416809082	0.255	0.255	0.27469968795776367	0.215	0.215	0.0009756088256835938	0.28	0.28	0.03341984748840332	0.28	0.28	0.0027923583984375	0.19	0.19	0.037085771560668945	0.125	0.125	0.0072765350341796875	0.125	0.125	325.2805063724518	0.255	0.255	8.50175404548645	0.235	0.235	8.087602138519287	0.15	0.15	9.807076930999756	0.13	0.13	14.845279455184937	0.255	0.255	2.5308568477630615	1.0	80
0.155	0.155	0.0013434886932373047	0.28	0.28	0.03255200386047363	0.2	0.2	0.024199485778808594	0.3	0.3	0.2684814929962158	0.27	0.27	0.0009624958038330078	0.26	0.26	0.032154083251953125	0.235	0.235	0.0029897689819335938	0.205	0.205	0.037236690521240234	0.175	0.175	0.007887125015258789	0.175	0.175	329.2251007556915	0.18	0.18	7.3382158279418945	0.255	0.255	8.57853102684021	0.115	0.115	9.151808023452759	0.175	0.175	16.167067050933838	0.18	0.18	2.547245502471924	1.0	81
0.25	0.25	0.0013568401336669922	0.28	0.28	0.03336501121520996	0.25	0.25	0.02273726463317871	0.245	0.245	0.26758289337158203	0.21	0.21	0.0009596347808837891	0.235	0.235	0.03323721885681152	0.255	0.255	0.003142118453979492	0.175	0.175	0.03898787498474121	0.2	0.2	0.006657600402832031	0.2	0.2	322.3529772758484	0.2	0.2	8.411080837249756	0.255	0.255	8.314917087554932	0.17	0.17	9.934601545333862	0.17	0.17	15.326757907867432	0.195	0.195	2.3742623329162598	1.0	82
0.22	0.22	0.0012485980987548828	0.27	0.27	0.03339791297912598	0.275	0.275	0.022272825241088867	0.295	0.295	0.2594742774963379	0.235	0.235	0.0009326934814453125	0.28	0.28	0.03325200080871582	0.325	0.325	0.003016948699951172	0.225	0.225	0.03928256034851074	0.185	0.185	0.006120204925537109	0.185	0.185	999.625640630722	0.21	0.21	7.730213165283203	0.22	0.22	6.623584270477295	0.19	0.19	10.968465805053711	0.12	0.12	15.779814958572388	0.055	0.055	2.3692779541015625	1.0	83
0.33	0.33	0.001527547836303711	0.27	0.27	0.12599468231201172	0.345	0.345	0.01065206527709961	0.345	0.345	0.15618562698364258	0.305	0.305	0.00118255615234375	0.205	0.205	0.05155467987060547	0.375	0.375	0.0028929710388183594	0.19	0.19	0.012888193130493164	0.14	0.14	0.007946968078613281	0.18	0.18	1838.2999014854431	0.265	0.265	9.851805210113525	0.205	0.205	10.271046161651611	0.17	0.17	13.277894496917725	0.18	0.18	18.292580366134644	0.305	0.305	2.796612501144409	1.0	84
0.2	0.2	0.0015342235565185547	0.305	0.305	0.22891712188720703	0.295	0.295	0.01844644546508789	0.315	0.315	0.12588214874267578	0.235	0.235	0.0011653900146484375	0.3	0.3	0.33392930030822754	0.335	0.335	0.0046710968017578125	0.185	0.185	0.011934280395507812	0.16	0.16	0.009851694107055664	0.15	0.15	2206.1939702033997	0.29	0.29	7.2833921909332275	0.24	0.24	6.435964107513428	0.16	0.16	7.195067644119263	0.16	0.16	11.97539472579956	0.265	0.265	2.0598504543304443	1.0	85
0.3	0.3	0.0014753341674804688	0.305	0.305	0.058240413665771484	0.33	0.33	0.020971059799194336	0.33	0.33	0.11723971366882324	0.27	0.27	0.0011680126190185547	0.275	0.275	0.07014703750610352	0.305	0.305	0.006675243377685547	0.18	0.18	0.01704859733581543	0.185	0.185	0.008854866027832031	0.185	0.185	1846.5695250034332	0.28	0.28	6.735289573669434	0.25	0.25	5.386521577835083	0.085	0.085	7.961010456085205	0.085	0.085	13.64125943183899	0.16	0.16	2.8362951278686523	1.0	86
0.28	0.28	0.0012502670288085938	0.31	0.31	0.03395724296569824	0.31	0.31	0.009152650833129883	0.275	0.275	0.09795284271240234	0.27	0.27	0.0009474754333496094	0.275	0.275	0.03520774841308594	0.26	0.26	0.002507925033569336	0.185	0.185	0.011118173599243164	0.275	0.275	0.0063936710357666016	0.275	0.275	1406.1895198822021	0.26	0.26	5.50760555267334	0.245	0.245	5.918025493621826	0.14	0.14	7.670076847076416	0.14	0.14	12.946346282958984	0.23	0.23	3.2146425247192383	1.0	87
0.26	0.26	0.0015397071838378906	0.255	0.255	2.210676908493042	0.285	0.285	0.013867616653442383	0.235	0.235	0.22664785385131836	0.225	0.225	0.0011479854583740234	0.25	0.25	1.2649133205413818	0.245	0.245	0.0026552677154541016	0.18	0.18	0.012322187423706055	0.18	0.18	0.010655403137207031	0.18	0.18	1858.8200433254242	0.185	0.185	7.723256826400757	0.175	0.175	6.849741220474243	0.115	0.115	9.845128536224365	0.16	0.16	18.17264223098755	0.16	0.16	4.018769025802612	1.0	88
0.225	0.225	0.0015034675598144531	0.31	0.31	0.07578802108764648	0.32	0.32	0.017932653427124023	0.32	0.32	0.23010468482971191	0.265	0.265	0.0011954307556152344	0.3	0.3	0.06906795501708984	0.31	0.31	0.005635976791381836	0.185	0.185	0.026849746704101562	0.155	0.155	0.03046560287475586	0.155	0.155	1847.4352102279663	0.25	0.25	8.84667158126831	0.255	0.255	8.915449142456055	0.2	0.2	10.25368356704712	0.1	0.1	18.247729539871216	0.235	0.235	2.4662768840789795	1.0	89
0.21	0.21	0.0014925003051757812	0.21	0.21	0.0529024600982666	0.225	0.225	0.016852855682373047	0.275	0.275	0.12185072898864746	0.165	0.165	0.0011630058288574219	0.2	0.2	0.30399107933044434	0.255	0.255	0.002703428268432617	0.19	0.19	0.012596607208251953	0.145	0.145	0.009422540664672852				0.245	0.245	7.3750176429748535	0.145	0.145	6.590091228485107	0.16	0.16	12.32158899307251	0.12	0.12	22.003064393997192	0.12	0.12	2.87785267829895	2.0	90
0.27	0.27	0.001508474349975586	0.285	0.285	0.06111264228820801	0.24	0.24	0.024675369262695312	0.285	0.285	0.15105175971984863	0.245	0.245	0.001163482666015625	0.29	0.29	0.06124567985534668	0.27	0.27	0.006060361862182617	0.225	0.225	0.026819944381713867	0.22	0.22	0.021396636962890625				0.22	0.22	6.536181926727295	0.225	0.225	6.878772258758545	0.22	0.22	11.269100427627563	0.22	0.22	16.801131010055542	0.22	0.22	2.6734864711761475	2.0	91
0.335	0.335	0.0015289783477783203	0.32	0.32	0.10654258728027344	0.285	0.285	0.015591621398925781	0.3	0.3	0.11458086967468262	0.275	0.275	0.0011754035949707031	0.275	0.275	0.15527701377868652	0.28	0.28	0.0043048858642578125	0.235	0.235	0.027899980545043945	0.235	0.235	0.01632070541381836				0.29	0.29	10.359316110610962	0.265	0.265	7.579364776611328	0.09	0.09	9.841118335723877	0.095	0.095	21.58148169517517	0.095	0.095	6.989818096160889	2.0	92
0.255	0.255	0.0015270709991455078	0.265	0.265	1.0515260696411133	0.275	0.275	0.017484664916992188	0.28	0.28	0.22027993202209473	0.275	0.275	0.0011746883392333984	0.27	0.27	0.29653477668762207	0.26	0.26	0.0027632713317871094	0.275	0.275	0.023032188415527344	0.275	0.275	0.01839733123779297				0.275	0.275	6.182384014129639	0.275	0.275	6.232453107833862	0.275	0.275	14.724432229995728	0.085	0.085	17.77753782272339	0.085	0.085	2.4498000144958496	2.0	93
0.29	0.29	0.00153350830078125	0.35	0.35	0.1371147632598877	0.335	0.335	0.02049422264099121	0.345	0.345	0.32982563972473145	0.34	0.34	0.0010557174682617188	0.345	0.345	0.136749267578125	0.29	0.29	0.006926298141479492	0.32	0.32	0.021108627319335938	0.31	0.31	0.09309148788452148				0.31	0.31	5.650245428085327	0.345	0.345	6.259315252304077	0.175	0.175	8.976523160934448	0.02	0.02	15.394788026809692	0.02	0.02	2.6977341175079346	2.0	94
0.255	0.255	0.0055387020111083984	0.275	0.275	0.42757678031921387	0.285	0.285	0.04434466361999512	0.275	0.275	0.10946130752563477	0.2	0.2	0.0011584758758544922	0.18	0.18	0.1396498680114746	0.22	0.22	0.0027234554290771484	0.155	0.155	0.03275489807128906	0.2	0.2	0.028540372848510742				0.185	0.185	5.952142953872681	0.22	0.22	5.516419887542725	0.07	0.07	7.03890585899353	0.06	0.06	14.283974647521973	0.06	0.06	2.1003894805908203	2.0	95
0.165	0.165	0.001313924789428711	0.22	0.22	0.03546404838562012	0.165	0.165	0.00889897346496582	0.19	0.19	0.09444999694824219	0.175	0.175	0.0009627342224121094	0.185	0.185	0.03396415710449219	0.16	0.16	0.002449512481689453	0.15	0.15	0.010523796081542969	0.21	0.21	0.007192373275756836				0.21	0.21	5.9692816734313965	0.16	0.16	6.783550262451172	0.21	0.21	9.011317491531372	0.21	0.21	21.30493688583374	0.21	0.21	3.1806280612945557	2.0	96
0.27	0.27	0.001537322998046875	0.25	0.25	0.1616230010986328	0.265	0.265	0.015592336654663086	0.295	0.295	0.1472609043121338	0.28	0.28	0.0011625289916992188	0.29	0.29	0.170867919921875	0.225	0.225	0.006466865539550781	0.235	0.235	0.025319576263427734	0.23	0.23	0.018098831176757812				0.245	0.245	4.398879766464233	0.24	0.24	5.28568172454834	0.23	0.23	8.658408403396606	0.155	0.155	15.922307252883911	0.155	0.155	1.9806368350982666	2.0	97
0.22	0.22	0.0014903545379638672	0.235	0.235	0.05503344535827637	0.235	0.235	0.01148533821105957	0.27	0.27	0.1378793716430664	0.205	0.205	0.0011949539184570312	0.255	0.255	0.06706976890563965	0.27	0.27	0.007874250411987305	0.21	0.21	0.0263516902923584	0.185	0.185	0.02003955841064453				0.22	0.22	9.72211742401123	0.235	0.235	12.048450708389282	0.055	0.055	9.937129020690918	0.185	0.185	14.734899044036865	0.17	0.17	2.553114414215088	2.0	98
0.32	0.32	0.001257181167602539	0.305	0.305	0.03695392608642578	0.34	0.34	0.022195816040039062	0.38	0.38	0.24626874923706055	0.325	0.325	0.0009541511535644531	0.315	0.315	0.03382134437561035	0.28	0.28	0.0031147003173828125	0.17	0.17	0.035341739654541016	0.315	0.315	0.006712436676025391				0.35	0.35	8.588111400604248	0.315	0.315	8.226993799209595	0.17	0.17	11.943595886230469	0.315	0.315	15.733843564987183	0.035	0.035	2.478368043899536	2.0	99
0.23	0.23	0.001538991928100586	0.275	0.275	0.10705161094665527	0.265	0.265	0.016128063201904297	0.285	0.285	0.11812138557434082	0.235	0.235	0.0011734962463378906	0.245	0.245	0.0816349983215332	0.235	0.235	0.002638578414916992	0.15	0.15	0.03478837013244629	0.22	0.22	0.029830217361450195				0.265	0.265	7.041745185852051	0.24	0.24	7.843791246414185	0.07	0.07	7.837030410766602	0.085	0.085	12.356468200683594	0.085	0.085	2.477555751800537	4.0	100
0.25	0.25	0.001537322998046875	0.285	0.285	0.06740856170654297	0.19	0.19	0.010740041732788086	0.3	0.3	0.1166841983795166	0.19	0.19	0.001184225082397461	0.265	0.265	0.06601977348327637	0.275	0.275	0.0060155391693115234	0.175	0.175	0.022875070571899414	0.195	0.195	0.015568971633911133				0.255	0.255	6.661687135696411	0.23	0.23	7.135249137878418	0.065	0.065	9.17350459098816	0.115	0.115	18.90556287765503	0.115	0.115	3.676595687866211	4.0	101
