embedding	seed	product_dt_f1-micro	product_dt_accuracy	product_dt_time	product_rf_f1-micro	product_rf_accuracy	product_rf_time	tangent_mlp_f1-micro	tangent_mlp_accuracy	tangent_mlp_time	ambient_mlp_f1-micro	ambient_mlp_accuracy	ambient_mlp_time	tangent_gnn_adj_f1-micro	tangent_gnn_adj_accuracy	tangent_gnn_adj_time	ambient_gnn_adj_f1-micro	ambient_gnn_adj_accuracy	ambient_gnn_adj_time	tangent_gnn_f1-micro	tangent_gnn_accuracy	tangent_gnn_time	ambient_gnn_f1-micro	ambient_gnn_accuracy	ambient_gnn_time	product_dt_rmse	product_rf_rmse	tangent_mlp_rmse	ambient_mlp_rmse	tangent_gnn_adj_rmse	ambient_gnn_adj_rmse	tangent_gnn_rmse	ambient_gnn_rmse
cora	0	0.29979879275653926	0.29979879275653926	0.021081924438476562	0.29979879275653926	0.29979879275653926	0.18041014671325684	0.23340040241448692	0.23340040241448692	0.7531478404998779	0.2575452716297787	0.2575452716297787	0.7730820178985596	0.2193158953722334	0.2193158953722334	0.5445146560668945	0.2454728370221328	0.2454728370221328	0.5551352500915527	0.30181086519114686	0.30181086519114686	31.98802876472473	0.30181086519114686	0.30181086519114686	32.00507354736328								
cora	1	0.2917505030181087	0.2917505030181087	0.027724027633666992	0.2937625754527163	0.2937625754527163	0.18400239944458008	0.22937625754527163	0.22937625754527163	0.7687575817108154	0.24346076458752516	0.24346076458752516	0.8009827136993408	0.23943661971830985	0.23943661971830985	0.5578782558441162	0.26156941649899396	0.26156941649899396	0.571159839630127	0.2937625754527163	0.2937625754527163	32.008044719696045	0.2937625754527163	0.2937625754527163	32.001118421554565								
cora	2	0.2676056338028169	0.2676056338028169	0.022932767868041992	0.2575452716297787	0.2575452716297787	0.17325353622436523	0.2193158953722334	0.2193158953722334	0.7277114391326904	0.2112676056338028	0.2112676056338028	0.8113605976104736	0.22736418511066397	0.22736418511066397	0.5673532485961914	0.20724346076458752	0.20724346076458752	0.5778694152832031	0.2635814889336016	0.2635814889336016	32.15872073173523	0.2635814889336016	0.2635814889336016	32.00075602531433								
cora	3	0.26156941649899396	0.26156941649899396	0.023345232009887695	0.2575452716297787	0.2575452716297787	0.17409420013427734	0.19517102615694165	0.19517102615694165	0.7481563091278076	0.16700201207243462	0.16700201207243462	0.7900309562683105	0.21327967806841047	0.21327967806841047	0.548170804977417	0.24949698189134809	0.24949698189134809	0.5947039127349854	0.2595573440643863	0.2595573440643863	32.016947984695435	0.2595573440643863	0.2595573440643863	32.001468658447266								
cora	4	0.289738430583501	0.289738430583501	0.022269487380981445	0.3058350100603622	0.3058350100603622	0.18910694122314453	0.24949698189134809	0.24949698189134809	0.7538893222808838	0.26961770623742454	0.26961770623742454	0.7966783046722412	0.23742454728370221	0.23742454728370221	0.5686275959014893	0.25553319919517103	0.25553319919517103	0.5840451717376709	0.3038229376257545	0.3038229376257545	32.002986907958984	0.3038229376257545	0.3038229376257545	32.00122427940369								
cora	5	0.28169014084507044	0.28169014084507044	0.025806188583374023	0.3158953722334004	0.3158953722334004	0.18725991249084473	0.2676056338028169	0.2676056338028169	0.7599740028381348	0.2655935613682093	0.2655935613682093	0.8147187232971191	0.2776659959758551	0.2776659959758551	0.5663082599639893	0.24748490945674045	0.24748490945674045	0.5960664749145508	0.3158953722334004	0.3158953722334004	32.006388664245605	0.3158953722334004	0.3158953722334004	31.998943090438843								
cora	6	0.2716297786720322	0.2716297786720322	0.024344921112060547	0.2857142857142857	0.2857142857142857	0.18288016319274902	0.2152917505030181	0.2152917505030181	0.7401413917541504	0.23541247484909456	0.23541247484909456	0.7825641632080078	0.2454728370221328	0.2454728370221328	0.5708825588226318	0.22535211267605634	0.22535211267605634	0.582350492477417	0.2837022132796781	0.2837022132796781	32.002997159957886	0.2837022132796781	0.2837022132796781	31.998807430267334								
cora	7	0.27565392354124746	0.27565392354124746	0.025393962860107422	0.2857142857142857	0.2857142857142857	0.18714070320129395	0.22736418511066397	0.22736418511066397	0.7379353046417236	0.20724346076458752	0.20724346076458752	0.7947344779968262	0.24748490945674045	0.24748490945674045	0.5576481819152832	0.2595573440643863	0.2595573440643863	0.5701568126678467	0.28772635814889336	0.28772635814889336	32.10203528404236	0.28772635814889336	0.28772635814889336	32.00278329849243								
cora	8	0.2716297786720322	0.2716297786720322	0.02514171600341797	0.2776659959758551	0.2776659959758551	0.1875600814819336	0.24346076458752516	0.24346076458752516	0.750701904296875	0.23138832997987926	0.23138832997987926	0.7623019218444824	0.21730382293762576	0.21730382293762576	0.5585768222808838	0.2515090543259557	0.2515090543259557	0.5690069198608398	0.27565392354124746	0.27565392354124746	32.00763416290283	0.27565392354124746	0.27565392354124746	32.00325298309326								
cora	9	0.2937625754527163	0.2937625754527163	0.022867918014526367	0.2917505030181087	0.2917505030181087	0.18320035934448242	0.26156941649899396	0.26156941649899396	0.7485530376434326	0.23541247484909456	0.23541247484909456	0.7835378646850586	0.24949698189134809	0.24949698189134809	0.577202558517456	0.2454728370221328	0.2454728370221328	0.5806233882904053	0.2917505030181087	0.2917505030181087	32.00144553184509	0.2917505030181087	0.2917505030181087	31.998924255371094								
polblogs	0	0.9306122448979591	0.9306122448979591	0.009405136108398438	0.9306122448979591	0.9306122448979591	0.09999394416809082	0.9102040816326531	0.9102040816326531	0.7261936664581299	0.9346938775510204	0.9346938775510204	0.7825493812561035	0.926530612244898	0.926530612244898	0.5780189037322998	0.9346938775510204	0.9346938775510204	0.5790200233459473	0.5224489795918368	0.5224489795918368	7.621811389923096	0.5224489795918368	0.5224489795918368	7.612554550170898								
polblogs	1	0.9714285714285714	0.9714285714285714	0.009705066680908203	0.963265306122449	0.963265306122449	0.1047813892364502	0.9755102040816327	0.9755102040816327	0.7416167259216309	0.9755102040816327	0.9755102040816327	0.784423828125	0.9428571428571428	0.9428571428571428	0.5684792995452881	0.9714285714285714	0.9714285714285714	0.578986406326294	0.4816326530612245	0.4816326530612245	7.562027931213379	0.4816326530612245	0.4816326530612245	7.556979656219482								
polblogs	2	0.9183673469387755	0.9183673469387755	0.00965428352355957	0.9224489795918367	0.9224489795918367	0.10679841041564941	0.8775510204081632	0.8775510204081632	0.7468044757843018	0.926530612244898	0.926530612244898	0.7559969425201416	0.9142857142857143	0.9142857142857143	0.5539495944976807	0.9346938775510204	0.9346938775510204	0.5617978572845459	0.5265306122448979	0.5265306122448979	7.559474468231201	0.47346938775510206	0.47346938775510206	7.5578131675720215								
polblogs	3	0.9387755102040817	0.9387755102040817	0.009431838989257812	0.9510204081632653	0.9510204081632653	0.10350728034973145	0.8979591836734694	0.8979591836734694	0.7500383853912354	0.9346938775510204	0.9346938775510204	0.8058557510375977	0.8367346938775511	0.8367346938775511	0.5785365104675293	0.889795918367347	0.889795918367347	0.565993070602417	0.4857142857142857	0.4857142857142857	7.551060199737549	0.4857142857142857	0.4857142857142857	7.560995817184448								
polblogs	4	0.9224489795918367	0.9224489795918367	0.009469270706176758	0.9591836734693877	0.9591836734693877	0.10242462158203125	0.9346938775510204	0.9346938775510204	0.7424266338348389	0.9469387755102041	0.9469387755102041	0.7849647998809814	0.9510204081632653	0.9510204081632653	0.5684521198272705	0.963265306122449	0.963265306122449	0.5774791240692139	0.5346938775510204	0.5346938775510204	7.572431325912476	0.5346938775510204	0.5346938775510204	7.599373817443848								
polblogs	5	0.9469387755102041	0.9469387755102041	0.008958578109741211	0.926530612244898	0.926530612244898	0.1055452823638916	0.8857142857142857	0.8857142857142857	0.7685635089874268	0.9469387755102041	0.9469387755102041	0.7827432155609131	0.9224489795918367	0.9224489795918367	0.5687010288238525	0.9551020408163265	0.9551020408163265	0.5760865211486816	0.5836734693877551	0.5836734693877551	7.584321737289429	0.4163265306122449	0.4163265306122449	7.5709826946258545								
polblogs	6	0.9428571428571428	0.9428571428571428	0.009786844253540039	0.9183673469387755	0.9183673469387755	0.10508012771606445	0.9224489795918367	0.9224489795918367	0.7580068111419678	0.9387755102040817	0.9387755102040817	0.8088042736053467	0.8734693877551021	0.8734693877551021	0.5692722797393799	0.8979591836734694	0.8979591836734694	0.5748436450958252	0.4857142857142857	0.4857142857142857	7.562117338180542	0.4857142857142857	0.4857142857142857	7.561521053314209								
polblogs	7	0.9346938775510204	0.9346938775510204	0.008243083953857422	0.9306122448979591	0.9306122448979591	0.10060286521911621	0.9306122448979591	0.9306122448979591	0.7622566223144531	0.926530612244898	0.926530612244898	0.8009278774261475	0.9102040816326531	0.9102040816326531	0.5867750644683838	0.9428571428571428	0.9428571428571428	0.6001865863800049	0.5428571428571428	0.5428571428571428	7.5631103515625	0.5428571428571428	0.5428571428571428	7.568408727645874								
polblogs	8	0.9469387755102041	0.9469387755102041	0.009992122650146484	0.9306122448979591	0.9306122448979591	0.11078238487243652	0.8979591836734694	0.8979591836734694	0.731818437576294	0.926530612244898	0.926530612244898	0.7745258808135986	0.9061224489795918	0.9061224489795918	0.5767872333526611	0.9142857142857143	0.9142857142857143	0.564924955368042	0.5510204081632653	0.5510204081632653	7.557836055755615	0.5510204081632653	0.5510204081632653	7.581964731216431								
polblogs	9	0.9346938775510204	0.9346938775510204	0.009782552719116211	0.9469387755102041	0.9469387755102041	0.10822224617004395	0.9142857142857143	0.9142857142857143	0.7555558681488037	0.9510204081632653	0.9510204081632653	0.7818574905395508	0.9020408163265307	0.9020408163265307	0.5827274322509766	0.9306122448979591	0.9306122448979591	0.584855318069458	0.5469387755102041	0.5469387755102041	7.573638439178467	0.5469387755102041	0.5469387755102041	7.5833494663238525								
cs_phds	0			0.012032508850097656			0.1115102767944336			0.7986810207366943			0.8260610103607178			0.5674824714660645			0.5794281959533691			5.457521915435791			5.5056281089782715	13.871672841554183	12.973857207159908	523.3465860518828	30.1927059085374	573.9242421357551	133.81854354005603	458.21658244300573	290.8805122510215
cs_phds	1			0.012051582336425781			0.11806225776672363			0.7860639095306396			0.818671703338623			0.5573406219482422			0.561168909072876			5.463087320327759			5.469125270843506	18.86126143284746	18.126713140127837	472.6159955896119	34.19553409838602	511.9886906067162	102.12194169148005	151.885215784234	160.44029979019163
cs_phds	2			0.011518478393554688			0.12091207504272461			0.7892317771911621			0.820946455001831			0.5619492530822754			0.5674221515655518			5.461965799331665			5.462750673294067	20.460928537489746	15.373356996843182	403.36139401089275	30.084008376913907	484.2225313798111	114.49341886937141	687.3805658968089	1415.4318255897354
cs_phds	3			0.010600090026855469			0.10839533805847168			0.7808573246002197			0.836799144744873			0.5606682300567627			0.5700433254241943			5.465734481811523			5.476364612579346	15.899535687579597	14.819609672303661	496.9848324611802	18.42387029963151	549.8590211865218	174.89045846707774	422.52378627276374	176.04322211342904
cs_phds	4			0.011475563049316406			0.11168479919433594			0.7810261249542236			0.8133971691131592			0.5533673763275146			0.5595738887786865			5.46266508102417			5.4656982421875	20.364459289567964	19.08089561118716	514.3265451231252	36.230368757254766	564.7729470014433	133.16272566964602	1116.7586204122372	593.2765399018214
cs_phds	5			0.012583017349243164			0.12028026580810547			0.7949450016021729			0.8216691017150879			0.5634346008300781			0.5733282566070557			5.467695951461792			5.476293325424194	13.531100324984102	13.189467416652304	488.8070401780697	30.91272679363784	552.2054447953219	146.99702422273484	247.9323669798692	497.8127334772056
cs_phds	6			0.011784791946411133			0.11202597618103027			0.7665796279907227			0.7853822708129883			0.5351831912994385			0.5448036193847656			5.464317321777344			5.477980613708496	18.632452940579103	18.340803245153815	541.4086232057952	34.36055834096508	571.7708826619837	206.69373456153713	226.7677583266164	110.34432191072264
cs_phds	7			0.011791229248046875			0.11004209518432617			0.8009436130523682			0.8330991268157959			0.5587053298950195			0.5558996200561523			5.4484703540802			5.453918933868408	18.160526041763923	17.439661324211027	507.3169367325359	33.21063871151701	550.7452254075865	84.72576709588779	803.8923275690015	129.01636277213612
cs_phds	8			0.011914253234863281			0.11575555801391602			0.8115363121032715			0.8199715614318848			0.5496118068695068			0.5554661750793457			5.444370269775391			5.450150728225708	19.61198584947329	12.824435710955628	423.02713201608424	29.812183259751972	555.8130101517561	166.24502416136437	141.42786895898314	402.73208430001466
cs_phds	9			0.012053251266479492			0.1154172420501709			0.7759552001953125			0.800875186920166			0.5562951564788818			0.5755531787872314			5.455708742141724			5.442592620849609	18.516737345879495	18.056873738335316	552.1343863152654	30.646340573556202	600.4446342319587	136.9184376852692	541.8167426455836	1292.321756156539
