dataset	seed	product_dt_accuracy	product_dt_f1-micro	product_dt_time	product_rf_accuracy	product_rf_f1-micro	product_rf_time	tangent_mlp_accuracy	tangent_mlp_f1-micro	tangent_mlp_time	ambient_mlp_accuracy	ambient_mlp_f1-micro	ambient_mlp_time	tangent_gnn_accuracy	tangent_gnn_f1-micro	tangent_gnn_time	ambient_gnn_accuracy	ambient_gnn_f1-micro	ambient_gnn_time
football	3	0.8775510204081632	0.8775510204081632	0.013363361358642578	0.8775510204081632	0.8775510204081632	0.1225740909576416	0.8571428571428571	0.8571428571428571	0.7622151374816895	0.9183673469387755	0.9183673469387755	0.8872346878051758	0.8775510204081632	0.8775510204081632	5.016096591949463	0.8775510204081632	0.8775510204081632	5.000921249389648
football	4	0.9183673469387755	0.9183673469387755	0.01379537582397461	0.9183673469387755	0.9183673469387755	0.11921000480651855	0.8775510204081632	0.8775510204081632	0.8363304138183594	0.9183673469387755	0.9183673469387755	0.86960768699646	0.9183673469387755	0.9183673469387755	5.002740383148193	0.9183673469387755	0.9183673469387755	5.008333206176758
football	5	0.9591836734693877	0.9591836734693877	0.016475439071655273	0.9591836734693877	0.9591836734693877	0.1333751678466797	0.9591836734693877	0.9591836734693877	0.8311367034912109	0.9591836734693877	0.9591836734693877	0.8119795322418213	0.9591836734693877	0.9591836734693877	5.013343334197998	0.9591836734693877	0.9591836734693877	5.023859977722168
football	6	0.8775510204081632	0.8775510204081632	0.012969017028808594	0.8775510204081632	0.8775510204081632	0.139495849609375	0.8163265306122449	0.8163265306122449	0.7483522891998291	0.8367346938775511	0.8367346938775511	0.7820577621459961	0.8775510204081632	0.8775510204081632	4.998723030090332	0.8775510204081632	0.8775510204081632	5.008768081665039
football	7	0.7142857142857143	0.7142857142857143	0.012999534606933594	0.673469387755102	0.673469387755102	0.11870098114013672	0.7551020408163265	0.7551020408163265	0.7388317584991455	0.7346938775510204	0.7346938775510204	0.7920248508453369	0.673469387755102	0.673469387755102	5.054084062576294	0.673469387755102	0.673469387755102	5.001683235168457
football	8	0.8775510204081632	0.8775510204081632	0.013785839080810547	0.7959183673469388	0.7959183673469388	0.1189723014831543	0.7551020408163265	0.7551020408163265	0.7427990436553955	0.7551020408163265	0.7551020408163265	0.806288480758667	0.7959183673469388	0.7959183673469388	5.037111520767212	0.7959183673469388	0.7959183673469388	4.990390777587891
football	9	0.8775510204081632	0.8775510204081632	0.0128173828125	0.8367346938775511	0.8367346938775511	0.12375116348266602	0.7755102040816326	0.7755102040816326	0.755206823348999	0.673469387755102	0.673469387755102	0.8922364711761475	0.8367346938775511	0.8367346938775511	5.037925481796265	0.8367346938775511	0.8367346938775511	5.014361143112183
karate_club	0	0.9591836734693877	0.9591836734693877	0.008972644805908203	0.9591836734693877	0.9591836734693877	0.11795973777770996	0.9591836734693877	0.9591836734693877	0.8398406505584717	0.8979591836734694	0.8979591836734694	0.868535041809082	0.9591836734693877	0.9591836734693877	4.370025634765625	0.9591836734693877	0.9591836734693877	4.372401475906372
karate_club	1	0.8775510204081632	0.8775510204081632	0.011143207550048828	0.9183673469387755	0.9183673469387755	0.11770510673522949	0.7551020408163265	0.7551020408163265	0.8047988414764404	0.7959183673469388	0.7959183673469388	0.8691413402557373	0.9183673469387755	0.9183673469387755	4.383668899536133	0.9183673469387755	0.9183673469387755	4.3771889209747314
karate_club	2	0.8775510204081632	0.8775510204081632	0.011167287826538086	0.8571428571428571	0.8571428571428571	0.1160273551940918	0.8775510204081632	0.8775510204081632	0.7666475772857666	0.7346938775510204	0.7346938775510204	0.8628301620483398	0.12244897959183673	0.12244897959183673	4.413758039474487	0.8775510204081632	0.8775510204081632	4.377909898757935
karate_club	3	0.8775510204081632	0.8775510204081632	0.01293492317199707	1.0	1.0	0.13116693496704102	0.8979591836734694	0.8979591836734694	0.7518467903137207	0.8979591836734694	0.8979591836734694	0.8473291397094727	1.0	1.0	4.419132232666016	1.0	1.0	4.386352777481079
karate_club	4	0.9591836734693877	0.9591836734693877	0.012145280838012695	0.9183673469387755	0.9183673469387755	0.11801815032958984	0.9183673469387755	0.9183673469387755	0.7716233730316162	0.9387755102040817	0.9387755102040817	0.7906343936920166	0.9183673469387755	0.9183673469387755	4.424562215805054	0.9183673469387755	0.9183673469387755	4.374241828918457
karate_club	5	1.0	1.0	0.008359909057617188	0.8775510204081632	0.8775510204081632	0.10029911994934082	0.8571428571428571	0.8571428571428571	0.7605800628662109	0.8775510204081632	0.8775510204081632	0.7884657382965088	0.8775510204081632	0.8775510204081632	4.3657965660095215	0.8775510204081632	0.8775510204081632	4.377679109573364
karate_club	6	0.9591836734693877	0.9591836734693877	0.008422374725341797	0.7551020408163265	0.7551020408163265	0.09713435173034668	0.7755102040816326	0.7755102040816326	0.7378365993499756	0.8775510204081632	0.8775510204081632	0.8039677143096924	0.24489795918367346	0.24489795918367346	4.373595952987671	0.24489795918367346	0.24489795918367346	4.378196477890015
karate_club	7	0.9387755102040817	0.9387755102040817	0.016141414642333984	0.7959183673469388	0.7959183673469388	0.13015484809875488	0.8571428571428571	0.8571428571428571	0.7545304298400879	0.8775510204081632	0.8775510204081632	0.7951712608337402	0.7959183673469388	0.7959183673469388	4.376498699188232	0.7959183673469388	0.7959183673469388	4.382542848587036
karate_club	8	0.9591836734693877	0.9591836734693877	0.01071476936340332	0.7959183673469388	0.7959183673469388	0.13088417053222656	0.8775510204081632	0.8775510204081632	0.7822988033294678	0.7959183673469388	0.7959183673469388	0.7887923717498779	0.7959183673469388	0.7959183673469388	4.373044490814209	0.7959183673469388	0.7959183673469388	4.3960371017456055
karate_club	9	0.9387755102040817	0.9387755102040817	0.008989334106445312	0.9183673469387755	0.9183673469387755	0.1241450309753418	0.8979591836734694	0.8979591836734694	0.8245506286621094	0.9183673469387755	0.9183673469387755	0.7823166847229004	0.9183673469387755	0.9183673469387755	4.3813254833221436	0.9183673469387755	0.9183673469387755	4.3917200565338135
lesmis	0	0.9375	0.9375	0.012915611267089844	0.8828125	0.8828125	0.1266465187072754	0.8828125	0.8828125	0.7408852577209473	0.8828125	0.8828125	0.7737767696380615	0.8828125	0.8828125	7.850810766220093	0.8828125	0.8828125	7.856090784072876
lesmis	1	0.94921875	0.94921875	0.01900339126586914	0.8828125	0.8828125	0.12925004959106445	0.79296875	0.79296875	0.8448469638824463	0.79296875	0.79296875	0.8501286506652832	0.8828125	0.8828125	7.818296909332275	0.8828125	0.8828125	7.816368341445923
lesmis	2	0.9453125	0.9453125	0.01620316505432129	0.91015625	0.91015625	0.12364792823791504	0.90625	0.90625	0.7441530227661133	0.93359375	0.93359375	0.7843677997589111	0.90625	0.90625	7.834457874298096	0.90625	0.90625	7.828114748001099
lesmis	3	0.95703125	0.95703125	0.01578354835510254	0.9140625	0.9140625	0.13335061073303223	0.8984375	0.8984375	0.7833259105682373	0.94921875	0.94921875	0.7813637256622314	0.9140625	0.9140625	7.823206663131714	0.9140625	0.9140625	7.8349528312683105
lesmis	4	0.9375	0.9375	0.015980243682861328	0.9140625	0.9140625	0.1254868507385254	0.890625	0.890625	0.7694535255432129	0.890625	0.890625	0.8723165988922119	0.9140625	0.9140625	7.8428730964660645	0.9140625	0.9140625	7.833843231201172
lesmis	5	0.95703125	0.95703125	0.022766590118408203	0.9375	0.9375	0.14276766777038574	0.9375	0.9375	0.7485101222991943	0.89453125	0.89453125	0.7800281047821045	0.9375	0.9375	7.83259916305542	0.9375	0.9375	7.85657811164856
lesmis	6	0.9453125	0.9453125	0.018215417861938477	0.90625	0.90625	0.12086987495422363	0.90625	0.90625	0.8464975357055664	0.91015625	0.91015625	0.8421096801757812	0.90625	0.90625	7.809720993041992	0.90625	0.90625	7.819000720977783
lesmis	7	0.96484375	0.96484375	0.018344402313232422	0.96875	0.96875	0.11980152130126953	0.9609375	0.9609375	0.7619848251342773	0.94921875	0.94921875	0.7925364971160889	0.96875	0.96875	7.78561544418335	0.96875	0.96875	7.811199426651001
lesmis	8	0.98046875	0.98046875	0.02184128761291504	0.984375	0.984375	0.13877177238464355	0.94921875	0.94921875	0.7517459392547607	0.984375	0.984375	0.7913122177124023	0.984375	0.984375	7.79745888710022	0.984375	0.984375	7.816350936889648
lesmis	9	0.953125	0.953125	0.0175015926361084	0.9375	0.9375	0.12008285522460938	0.9375	0.9375	0.8088726997375488	0.9375	0.9375	0.8677387237548828	0.9375	0.9375	7.825193881988525	0.9375	0.9375	7.829911470413208
polbooks	0	0.9410430839002267	0.9410430839002267	0.01774144172668457	0.9138321995464853	0.9138321995464853	0.13030028343200684	0.9138321995464853	0.9138321995464853	0.7719848155975342	0.8979591836734694	0.8979591836734694	0.8116960525512695	0.9138321995464853	0.9138321995464853	7.842481851577759	0.9138321995464853	0.9138321995464853	7.858708620071411
polbooks	1	0.9455782312925171	0.9455782312925171	0.01722574234008789	0.9047619047619048	0.9047619047619048	0.14092588424682617	0.8866213151927438	0.8866213151927438	0.730705976486206	0.8956916099773242	0.8956916099773242	0.7886536121368408	0.9047619047619048	0.9047619047619048	7.8511457443237305	0.9047619047619048	0.9047619047619048	7.879965782165527
polbooks	2	0.9297052154195011	0.9297052154195011	0.0182192325592041	0.909297052154195	0.909297052154195	0.13725709915161133	0.873015873015873	0.873015873015873	0.7672953605651855	0.891156462585034	0.891156462585034	0.7717468738555908	0.909297052154195	0.909297052154195	7.870397567749023	0.909297052154195	0.909297052154195	7.915310621261597
polbooks	3	0.9682539682539683	0.9682539682539683	0.016982555389404297	0.9591836734693877	0.9591836734693877	0.12131738662719727	0.9433106575963719	0.9433106575963719	0.8201830387115479	0.9591836734693877	0.9591836734693877	0.8079020977020264	0.9591836734693877	0.9591836734693877	7.8158440589904785	0.9591836734693877	0.9591836734693877	7.805787801742554
polbooks	4	0.927437641723356	0.927437641723356	0.017040729522705078	0.9455782312925171	0.9455782312925171	0.1289222240447998	0.9002267573696145	0.9002267573696145	0.7638800144195557	0.9115646258503401	0.9115646258503401	0.7895035743713379	0.9455782312925171	0.9455782312925171	7.800840139389038	0.9455782312925171	0.9455782312925171	7.810876369476318
polbooks	5	0.9138321995464853	0.9138321995464853	0.016989469528198242	0.9319727891156463	0.9319727891156463	0.12642359733581543	0.8934240362811792	0.8934240362811792	0.7513363361358643	0.9002267573696145	0.9002267573696145	0.78863525390625	0.9319727891156463	0.9319727891156463	7.818667650222778	0.9319727891156463	0.9319727891156463	7.836361885070801
polbooks	6	0.9591836734693877	0.9591836734693877	0.017978191375732422	0.9682539682539683	0.9682539682539683	0.1228032112121582	0.9160997732426304	0.9160997732426304	0.7514047622680664	0.9229024943310657	0.9229024943310657	0.7951111793518066	0.9682539682539683	0.9682539682539683	7.80690336227417	0.9682539682539683	0.9682539682539683	7.827336311340332
polbooks	7	0.9455782312925171	0.9455782312925171	0.01709151268005371	0.9319727891156463	0.9319727891156463	0.1455538272857666	0.8979591836734694	0.8979591836734694	0.7433443069458008	0.9319727891156463	0.9319727891156463	0.7785990238189697	0.9319727891156463	0.9319727891156463	7.811492681503296	0.9319727891156463	0.9319727891156463	7.837188243865967
polbooks	8	0.9433106575963719	0.9433106575963719	0.0173037052154541	0.9002267573696145	0.9002267573696145	0.14423441886901855	0.8934240362811792	0.8934240362811792	0.7619154453277588	0.9002267573696145	0.9002267573696145	0.7727696895599365	0.9002267573696145	0.9002267573696145	7.779365301132202	0.9002267573696145	0.9002267573696145	7.789096832275391
polbooks	9	0.9024943310657596	0.9024943310657596	0.01715683937072754	0.9183673469387755	0.9183673469387755	0.12060070037841797	0.8480725623582767	0.8480725623582767	0.8341255187988281	0.854875283446712	0.854875283446712	0.8459486961364746	0.9183673469387755	0.9183673469387755	7.74690842628479	0.9183673469387755	0.9183673469387755	7.771975517272949
